"InvID","PlotID","Invdate","Species","Less than 1 foot","1 to 3 feet","3 to 5 feet","0 to 1 DBH","1 to 2 DBH","2 to 3 DBH","3 to 4 DBH","4 to 5 DBH","Comment"
20,"0001-00406","1999-06-30 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
20,"0001-00406","1999-06-30 00:00:00","SP",2,1,0,NA,NA,NA,NA,NA,NA
20,"0001-00406","1999-06-30 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
20,"0001-00406","1999-06-30 00:00:00","WF",55,0,0,NA,NA,NA,NA,NA,NA
20,"0001-00406","1999-06-30 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","BO",9,1,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","IC",12,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","SP",1,1,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","WF",72,0,0,NA,NA,NA,NA,NA,NA
21,"0001-00407","1999-06-29 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","BO",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","IC",1,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","SP",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","WF",13,1,0,NA,NA,NA,NA,NA,NA
22,"0001-00501","1999-07-13 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","BO",1,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","IC",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","SP",16,6,6,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","WF",24,1,0,NA,NA,NA,NA,NA,NA
23,"0001-00502","1999-07-13 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","BO",6,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","IC",3,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","SP",17,14,3,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","WF",6,1,0,NA,NA,NA,NA,NA,NA
24,"0001-00503","1999-07-13 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","BO",0,2,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","DW",0,0,1,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","IC",1,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","SP",1,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","WF",13,2,2,NA,NA,NA,NA,NA,NA
25,"0001-00504","1999-07-13 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","BO",0,15,11,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","IC",0,3,3,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","SP",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","WF",0,1,0,NA,NA,NA,NA,NA,NA
26,"0001-00505","1999-07-12 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","BO",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","IC",8,2,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","SP",2,4,2,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","WF",129,1,6,NA,NA,NA,NA,NA,NA
27,"0001-00506","1999-07-12 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","BO",19,1,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","IC",2,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","SP",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","WF",27,6,1,NA,NA,NA,NA,NA,NA
28,"0001-00507","1999-07-12 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","BO",0,1,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","IC",7,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","SP",5,2,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","WF",116,4,0,NA,NA,NA,NA,NA,NA
29,"0001-00601","1999-07-14 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","BO",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","IC",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","SP",1,3,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","TO",0,0,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","WF",15,1,0,NA,NA,NA,NA,NA,NA
30,"0001-00602","1999-07-14 00:00:00","YW",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","BO",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","IC",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","NM",0,0,0,NA,NA,NA,NA,NA,NA
31,"0001-00603","1999-07-13 00:00:00","PP",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","AL",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","BO",0,1,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","CH",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","DF",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","DW",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","GS",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","HW",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","IC",0,4,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","LP",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","MA",0,0,0,NA,NA,NA,NA,NA,NA
1,"0001-00201","1999-06-17 00:00:00","MD",0,0,0,NA,NA,NA,NA,NA,NA
