"InvID","Plotid","Plotnum","InvYear","Invdate","Plotsize","Crew","Crew#","InvenType","TravelTime","TotalTime","Canopy","Pcomments"
20,"0001-00406",406,"1999","1999-06-30 00:00:00",0.100000001490116,"RH JH",2,"N",0.200000002980232,4,90,""
21,"0001-00407",407,"1999","1999-06-29 00:00:00",0.100000001490116,"JH RH",2,"N",0.5,1.39999997615814,70,"CREEK 20FT FROM CENTER"
22,"0001-00501",501,"1999","1999-07-13 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.29999995231628,95,""
23,"0001-00502",502,"1999","1999-07-13 00:00:00",0.100000001490116,"JH RH",2,"N",0.100000001490116,1.10000002384186,80,""
24,"0001-00503",503,"1999","1999-07-13 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.25,80,"PLOT CENTER ON EDGE OF ROAD"
25,"0001-00504",504,"1999","1999-07-13 00:00:00",0.100000001490116,"JH RH",2,"N",0.100000001490116,1.5,35,""
26,"0001-00505",505,"1999","1999-07-12 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.89999997615814,95,""
27,"0001-00506",506,"1999","1999-07-12 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.5,90,""
28,"0001-00507",507,"1999","1999-07-12 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.39999997615814,65,""
29,"0001-00601",601,"1999","1999-07-14 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.10000002384186,70,""
30,"0001-00602",602,"1999","1999-07-14 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.5,100,"BEAR SCAT"
31,"0001-00603",603,"1999","1999-07-13 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,70,"NORTH OF ESHOM ON THE EAST SIDE OF OLD ROAD TO CAMP"
32,"0001-00604",604,"1999","1999-07-14 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,0.800000011920929,65,""
33,"0001-00605",605,"1999","1999-07-13 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.10000002384186,60,"BELOW ROAD IN PLANTATION"
34,"0001-00606",606,"1999","1999-07-20 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,65,"S EDGE OF OLD MILL CLEARING; SPLIT RAILS IN PLOT"
35,"0001-00607",607,"1999","1999-07-20 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.29999995231628,95,""
36,"0001-00701",701,"1999","1999-07-21 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.20000004768372,90,""
37,"0001-00702",702,"1999","1999-07-21 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.29999995231628,15,"BETWEEN CREEK AND ROAD, IN PATCH OF REGEN"
38,"0001-00703",703,"1999","1999-07-22 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,0.800000011920929,85,""
39,"0001-00704",704,"1999","1999-07-22 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,45,""
40,"0001-00706",706,"1999","1999-07-22 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,2.5,90,NA
41,"0001-00707",707,"1999","1999-07-23 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,2,90,"OFFSET 1CH S DUE TO ROAD; ROAD IS ON SOUTH EDGE OFF PLOT"
42,"0001-00801",801,"1999","1999-07-24 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.20000004768372,75,""
43,"0001-00802",802,"1999","1999-07-24 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,0.800000011920929,90,""
44,"0001-00803",803,"1999","1999-07-25 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.79999995231628,85,""
45,"0001-00804",804,"1999","1999-07-25 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.5,100,"STREAM 30 FEET AWAY; TOP OF OLD WATER TANK IN PLOT"
46,"0001-00805",805,"1999","1999-07-25 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.60000002384186,65,"IN MEADOW"
47,"0001-00806",806,"1999","1999-07-25 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.20000004768372,80,""
48,"0001-00807",807,"1999","1999-07-26 00:00:00",0.100000001490116,"JH AE",2,"N",0.100000001490116,2.09999990463257,60,""
49,"0001-00808",808,"1999","1999-07-26 00:00:00",0.100000001490116,"AE JH",2,"N",0.100000001490116,2.09999990463257,75,""
50,"0001-00809",809,"1999","1999-07-27 00:00:00",0.100000001490116,"JH AE",2,"N",0.100000001490116,2,80,""
51,"0001-00810",810,"1999","1999-07-27 00:00:00",0.100000001490116,"JHAE",2,"N",0.100000001490116,2.09999990463257,90,"BEAR SCAT"
52,"0001-00901",901,"1999","1999-08-10 00:00:00",0.100000001490116,"RH JH",2,"N",0.200000002980232,1.10000002384186,55,"SPLIT RAILS AND FALLEN STUMP IN PLOT"
53,"0001-00902",902,"1999","1999-08-09 00:00:00",0.100000001490116,"JH AE",2,"N",0.100000001490116,1.5,95,"BEAR SCAT"
54,"0001-00903",903,"1999","1999-08-15 00:00:00",0.100000001490116,"RH",1,"N",0.200000002980232,1.89999997615814,95,"PLOT LOCATED 14 FEET FROM THE N CORNER OF THE WATER SUPPLY FENCE"
55,"0001-00904",904,"1999","1999-08-09 00:00:00",0.100000001490116,"JH AE",2,"N",0.100000001490116,1,65,"LOCATED SE OF WATER TANKS, BELOW A DOWNED GS LOG"
56,"0001-00905",905,"1999","1999-08-04 00:00:00",0.100000001490116,"RH",1,"N",0.100000001490116,2,65,""
57,"0001-00906",906,"1999","1999-08-10 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.10000002384186,20,NA
58,"0001-00907",907,"1999","1999-08-04 00:00:00",0.100000001490116,"RH",1,"N",0.100000001490116,1.79999995231628,100,"MAIN ROAD JUST OUTSIDE OF PLOT ON EAST SIDE; OLD RESEARCH PLOT POST IN PLOT"
59,"0001-00908",908,"1999","1999-08-03 00:00:00",0.100000001490116,"JH AE",2,"N",0.100000001490116,2.09999990463257,75,""
60,"0001-00909",909,"1999","1999-08-03 00:00:00",0.100000001490116,"RH JH",2,"N",0.150000005960464,0.699999988079071,45,""
61,"0001-00910",910,"1999","1999-08-03 00:00:00",0.100000001490116,"RH JH",2,"N",0.200000002980232,1.25,55,""
62,"0001-01001",1001,"1999","1999-08-24 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,80,"TWO 3 FOOT TALL GS REGENERATION IN PLOT"
63,"0001-01002",1002,"1999","1999-08-19 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.29999995231628,75,"PLOT CENTER WITHOUT ORANGE PAINT"
64,"0001-01003",1003,"1999","1999-08-19 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.5,65,"LOCATED BELOW AN OLD GROWTH, AT THE WEST EDGE OF REGEN PATCH"
65,"0001-01004",1004,"1999","1999-08-19 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.10000002384186,90,"BARBED WIRE ON N SIDE OF PLOT; OLD RESEARCH PLOT POST WEST SIDE OF PLOT"
66,"0001-01005",1005,"1999","1999-08-19 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,0.800000011920929,75,""
67,"0001-01006",1006,"1999","1999-08-20 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.20000004768372,55,"SEEN FROM ROAD, NORTH OF TWO OG GS STUMPS, OLD RESEARCH POST 37 FT NORTH OF CENTER"
68,"0001-01007",1007,"1999","1999-08-19 00:00:00",0.100000001490116,"RH JH",2,"N",0.200000002980232,1.10000002384186,75,"PLOT ON OLD SKID TRAIL"
69,"0001-01008",1008,"1999","1999-08-20 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.10000002384186,65,""
70,"0001-01009",1009,"1999","1999-08-20 00:00:00",0.100000001490116,"JH",2,"N",0.100000001490116,1.29999995231628,80,"ON EAST SIDE OF DRAW, S OF A DOWN OG"
71,"0001-01010",1010,"1999","1999-08-20 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1.20000004768372,55,""
72,"0001-01101",1101,"1999","1999-08-16 00:00:00",0.100000001490116,"RH",1,"N",0.200000002980232,1.75,65,""
73,"0001-01102",1102,"1999","1999-08-24 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,75,""
74,"0001-01103",1103,"1999","1999-08-24 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,95,""
75,"0001-01104",1104,"1999","1999-08-24 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,40,"NEXT TO SECTION CORNER"
76,"0001-01201",1201,"1999","1999-08-28 00:00:00",0.100000001490116,"JH ML",2,"N",0.100000001490116,1.20000004768372,90,"IN MEADOW NORTH OF ROAD, BEAR SCAT"
77,"0001-01202",1202,"1999","1999-08-28 00:00:00",0.100000001490116,"ML JH",2,"N",0.100000001490116,1.5,60,""
78,"0001-01203",1203,"1999","1999-08-29 00:00:00",0.100000001490116,"ML JH",2,"N",0.200000002980232,1.20000004768372,50,""
79,"0001-01204",1204,"1999","1999-08-29 00:00:00",0.100000001490116,"JH ML",2,"N",0.100000001490116,1.5,90,"S OF  HAIRPIN OF ROAD, PARK SERVICE BOUDARY NEAR PLOT CETER"
80,"0001-01301",1301,"1999","1999-08-30 00:00:00",0.100000001490116,"JH",1,"N",0.400000005960464,1.70000004768372,70,"LOCATED UP A TRAIL FROM L1, ALL REGEN HEAVILY DAMAGED BY TUSSOCK MOTH"
81,"0001-01302",1302,"1999","1999-08-30 00:00:00",0.100000001490116,"JH",1,"N",0.100000001490116,2.29999995231628,80,"OFFSET ONE CHAIN EAST ABOVE ROAD"
82,"0001-01303",1303,"1999","1999-08-30 00:00:00",0.100000001490116,"JH",1,"N",0.200000002980232,1.29999995231628,80,""
83,"0001-01304",1304,"1999","1999-08-30 00:00:00",0.100000001490116,"JH",1,"N",0.100000001490116,1.29999995231628,70,""
84,"0001-01401",1401,"1999","1999-09-01 00:00:00",0.100000001490116,"RH JH",2,"N",0.150000005960464,0.5,65,"TWO LARGE DOWN FIRS AND ROAD ON NORTH EDGE OF PLOT"
85,"0001-01402",1402,"1999","1999-09-01 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,1,75,""
86,"0001-01403",1403,"1999","1999-09-01 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,0.5,30,"DEER SCAT"
87,"0001-01404",1404,"1999","1999-09-01 00:00:00",0.100000001490116,"RH JH",2,"N",0.100000001490116,0.699999988079071,80,""
88,"0001-00705",705,"1999","2000-08-02 00:00:00",0.100000001490116,"BC KA",2,"N",0.100000001490116,1.5,75,""
89,"0001-00201",201,"2012","2011-08-08 00:00:00",0.100000001490116,"RS KS AT",3,"N",0.200000002980232,2.5,64,"REESTABLISHED PLOT CENTER"
90,"0001-00202",202,"2012","2011-08-08 00:00:00",0.100000001490116,"RS AT KS",3,"N",0.100000001490116,1.29999995231628,68,""
91,"0001-00203",203,"2012","2011-08-08 00:00:00",0.100000001490116,"RS KS AT",3,"N",0.200000002980232,1.70000004768372,52,""
92,"0001-00205",205,"2012","2011-09-21 00:00:00",0.100000001490116,"RD RS",1,"N",0.5,1.5,64,"TREE 5 IS OUT OF PLACE REST OF TREES IN STANDARD CLOCKWISE ORDER"
93,"0001-00207",207,"2012","2011-08-09 00:00:00",0.100000001490116,"KS AT CM",3,"N",0.300000011920929,1.5,84,""
94,"0001-00301",301,"2012","2011-08-08 00:00:00",0.100000001490116,"RS KS AT",3,"N",0.200000002980232,1.70000004768372,72,"POWERLINES RUN THROUGH SW EDGE OF PLOT"
95,"0001-00302",302,"2012","2011-08-07 00:00:00",0.100000001490116,"CM KM KS",3,"N",0.200000002980232,1.29999995231628,52,"HALF OF PLOT IS IN OLD LANDING"
96,"0001-00303",303,"2012","2011-08-08 00:00:00",0.100000001490116,"KM CM",2,"N",0.200000002980232,1.79999995231628,40,"NEEDS A NEW PLOT CENTER TAG"
97,"0001-00304",304,"2012","2011-08-08 00:00:00",0.100000001490116,"KM CM",2,"N",0.5,2,76,"CO WITNESS AZ 47 DIST 7.1': CO WITNESS AZ 169 DIST 3.6'"
98,"0001-00306",306,"2012","2011-08-08 00:00:00",0.100000001490116,"KM CM",2,"N",1,1.5,40,"NEEDS NEW PLOT CENTER TAG"
99,"0001-00307",307,"2012","2011-08-09 00:00:00",0.100000001490116,"2",-8,"N",0.100000001490116,1.5,92,""
100,"0001-00401",401,"2012","2011-08-06 00:00:00",0.100000001490116,"CM KS",2,"N",0.5,3.5,88,"REESTABLISHED PLOT CENTER"
101,"0001-00402",402,"2012","2011-08-07 00:00:00",0.100000001490116,"KM KS CM",3,"N",0.300000011920929,3,84,""
102,"0001-00403",403,"2012","2011-08-07 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.25,54,"OFFPLOT WITNESS AZ201 D50.3 "
103,"0001-00404",404,"2012","2011-08-07 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.5,72,"OFFPLOT WITNESS AZ85 D37.7"
104,"0001-00405",405,"2012","2011-08-07 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,2,72,"CREEK RUNS THROUGH PLOT UPSTREAM FROM CONFLUENCE"
105,"0001-00406",406,"2012","2011-08-07 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.5,68,""
106,"0001-00407",407,"2012","2011-08-06 00:00:00",0.100000001490116,"KM AT RS",3,"N",0.100000001490116,1.5,68,""
107,"0001-00501",501,"2012","2011-08-06 00:00:00",0.100000001490116,"CM KS",2,"N",0.300000011920929,2.5,84,""
108,"0001-00502",502,"2012","2011-08-07 00:00:00",0.100000001490116,"KS CM KM",3,"N",0.200000002980232,1.60000002384186,84,"NEEDS NEW TAG"
109,"0001-00503",503,"2012","2011-08-05 00:00:00",0.100000001490116,"CM KS",2,"N",0.300000011920929,1.89999997615814,68,"PLOT INCLUDES ROAD REESTABLISHED PLOT CENTER AND NEEDS NEW TAG"
110,"0001-00504",504,"2012","2011-08-05 00:00:00",0.100000001490116,"CM KS",2,"N",0.200000002980232,3.29999995231628,60,""
111,"0001-00505",505,"2012","2011-08-05 00:00:00",0.100000001490116,"KS CM",2,"N",0.100000001490116,2.20000004768372,80,""
112,"0001-00506",506,"2012","2011-08-04 00:00:00",0.100000001490116,"KS CM",2,"N",0.100000001490116,2.90000009536743,84,"PLOT CENTER ON EDGE OF GROUP SELECTION"
113,"0001-00507",507,"2012","2011-08-06 00:00:00",0.100000001490116,"KM AT RS",3,"N",0.100000001490116,0.75,8,"TWO OFFPLOT WITNESS AZ66 D51 AND AZ212 D38.4"
114,"0001-00601",601,"2012","2011-06-05 00:00:00",0.100000001490116,"AT RS",2,"N",0.100000001490116,1,54,""
115,"0001-00602",602,"2012","2011-06-06 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1,72,""
116,"0001-00603",603,"2012","2011-06-05 00:00:00",0.100000001490116,"AT RS",2,"N",0.100000001490116,1,60,"LOCATED NORTH OF ESHOM ON THE EAST SIDE OF OLD ROAD TO CAMP"
117,"0001-00604",604,"2012","2011-06-06 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1,36,""
118,"0001-00605",605,"2012","2011-08-05 00:00:00",0.100000001490116,"CM KS",2,"N",0.100000001490116,2,20,""
119,"0001-00606",606,"2012","2011-09-21 00:00:00",0.100000001490116,"KS RS",2,"N",0.100000001490116,3,64,"PLOT ON S EDGE OF OLD MILL CLEARING"
120,"0001-00701",701,"2012","2011-06-05 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1,64,""
121,"0001-00702",702,"2012","2011-06-04 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.10000002384186,76,"BETWEEN CREEK AND ROAD IN PATCH OF REGEN"
122,"0001-00703",703,"2012","2011-06-05 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.10000002384186,56,"OFF PLOT WTNESS AZ 21 D62.4"
123,"0001-00704",704,"2012","2011-06-05 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.20000004768372,48,"OFF PLOT WITNESS AZ189 D40"
124,"0001-00705",705,"2012","2011-06-06 00:00:00",0.100000001490116,"RS AT",2,"N",0.100000001490116,1.20000004768372,24,"HOUSE TO N; OFF PLOT WITNESS AZ78 D47.3; NEW PLOT CENTER TAG REQUIRED"
125,"0001-00706",706,"2012","2011-06-04 00:00:00",0.100000001490116,"AT RS",2,"N",0.100000001490116,2.5,64,""
126,"0001-00707",707,"2012","2011-06-05 00:00:00",0.100000001490116,"AT RS",2,"N",0.100000001490116,1.29999995231628,48,"OFFSET 1CH S DUE TO ROAD"
127,"0001-01303",1303,"2012","2011-08-03 00:00:00",0.100000001490116,"KM CM",2,"N",0.200000002980232,2,44,"PLOT ON EDGE OF GROUP SELECTION"
128,"0001-01304",1304,"2012","2011-08-03 00:00:00",0.100000001490116,"KM CM",2,"N",0.100000001490116,1.60000002384186,68,""
129,"0001-01401",1401,"2012","2011-08-02 00:00:00",0.100000001490116,"CM KM",2,"N",0.100000001490116,1.5,58,""
130,"0001-01402",1402,"2012","2011-08-02 00:00:00",0.100000001490116,"KM CM",2,"N",0.100000001490116,2.5,42,""
131,"0001-01403",1403,"2012","2011-08-02 00:00:00",0.100000001490116,"KM CM",2,"N",0.200000002980232,1.29999995231628,36,"NEEDS NEW TAG"
132,"0001-01404",1404,"2012","2011-08-03 00:00:00",0.100000001490116,"KM CM",2,"N",0.300000011920929,2,64,""
133,"0001-00801",801,"2012","2012-09-18 00:00:00",0.100000001490116,"AM DF",2,"N",0.100000001490116,1.79999995231628,64,""
134,"0001-00802",802,"2012","2012-09-17 00:00:00",0.100000001490116,"AM DF",2,"N",0.100000001490116,1,68,""
135,"0001-00803",803,"2012","2012-09-17 00:00:00",0.100000001490116,"DF AM",2,"N",0.200000002980232,2,72,""
136,"0001-00804",804,"2012","2012-09-17 00:00:00",0.100000001490116,"AM DF",2,"N",0.100000001490116,2.29999995231628,72,""
137,"0001-00805",805,"2012","2012-09-16 00:00:00",0.100000001490116,"DF AM",2,"N",0.200000002980232,2.29999995231628,68,""
138,"0001-00806",806,"2012","2012-09-16 00:00:00",0.100000001490116,"AM DF",2,"N",0.100000001490116,1.70000004768372,72,""
139,"0001-00807",807,"2012","2012-09-15 00:00:00",0.100000001490116,"DF AM",2,"N",0.100000001490116,2.5,64,""
140,"0001-00808",808,"2012","2012-09-15 00:00:00",0.100000001490116,"AM DF",2,"N",0.200000002980232,2.29999995231628,64,""
141,"0001-00809",809,"2012","2012-06-05 00:00:00",0.100000001490116,"KK KM",2,"N",0.200000002980232,3.20000004768372,84,""
142,"0001-00810",810,"2012","2012-06-05 00:00:00",0.100000001490116,"KM KK",2,"N",0.200000002980232,3,68,""
143,"0001-00901",901,"2012","2012-09-18 00:00:00",0.100000001490116,"DF AM",2,"N",0.200000002980232,2.20000004768372,64,"CENTER POST IS IN WOOD PILE"
144,"0001-00902",902,"2012","2012-09-18 00:00:00",0.100000001490116,"KK LDL",2,"N",0.200000002980232,1.29999995231628,52,""
145,"0001-00903",903,"2012","2012-09-17 00:00:00",0.100000001490116,"LD KK",2,"N",0.200000002980232,1.5,88,""
146,"0001-00904",904,"2012","2012-09-16 00:00:00",0.100000001490116,"KK",-8,"N",0.200000002980232,1.29999995231628,44,""
147,"0001-00905",905,"2012","2012-09-16 00:00:00",0.100000001490116,"LD KK",2,"N",0.200000002980232,1.39999997615814,52,"OFFSITE WITNESS WF DBH31 AZ59 D42.8"
148,"0001-00906",906,"2012","2012-09-16 00:00:00",0.100000001490116,"KK LDL",2,"N",0.200000002980232,1.5,60,""
149,"0001-00907",907,"2012","2012-09-15 00:00:00",0.100000001490116,"KK LDL",2,"N",0.100000001490116,2.5,72,""
150,"0001-00908",908,"2012","2012-06-04 00:00:00",0.100000001490116,"GW LD",2,"N",0.200000002980232,3,76,""
151,"0001-00909",909,"2012","2012-06-04 00:00:00",0.100000001490116,"KM KK",2,"N",0.200000002980232,3.5,80,""
152,"0001-00910",910,"2012","2012-06-05 00:00:00",0.100000001490116,"KM KK",2,"N",0.100000001490116,2.20000004768372,96,""
153,"0001-01002",1002,"2012","2012-09-18 00:00:00",0.100000001490116,"LD KK",2,"N",0.200000002980232,1024,60,""
154,"0001-01003",1003,"2012","2012-09-17 00:00:00",0.100000001490116,"KK LDL",2,"N",0.200000002980232,2.09999990463257,88,""
155,"0001-01004",1004,"2012","2012-09-17 00:00:00",0.100000001490116,"KK LD",2,"N",0.200000002980232,2.09999990463257,88,""
156,"0001-01005",1005,"2012","2012-09-16 00:00:00",0.100000001490116,"LD KK",2,"N",0.100000001490116,1.39999997615814,80,""
157,"0001-01006",1006,"2012","2012-06-06 00:00:00",0.100000001490116,"LD GW",2,"N",0.5,3.59999990463257,68,""
158,"0001-01007",1007,"2012","2012-06-06 00:00:00",0.100000001490116,"LD GW",2,"N",0.300000011920929,-8,68,""
159,"0001-01008",1008,"2012","2012-06-07 00:00:00",0.100000001490116,"FS KK KM",3,"N",0.200000002980232,2.09999990463257,84,""
160,"0001-01009",1009,"2012","2012-06-06 00:00:00",0.100000001490116,"KM KK",2,"N",0.300000011920929,2.09999990463257,92,"OFF PLOT WITNESS IC DBH 47 AZ 19 DIST 43.1"
161,"0001-01010",1010,"2012","2012-06-06 00:00:00",0.100000001490116,"KK KM",2,"N",0.200000002980232,2.90000009536743,40,""
162,"0001-01102",1102,"2012","2012-09-18 00:00:00",0.100000001490116,"KK LDL",2,"N",0.200000002980232,1.10000002384186,64,""
163,"0001-01104",1104,"2012","2012-06-06 00:00:00",0.100000001490116,"LD GW",2,"N",0.200000002980232,3,56,""
164,"0001-01204",1204,"2012","2012-06-05 00:00:00",0.100000001490116,"LD GW",2,"N",0.300000011920929,2.40000009536743,48,""
165,"0001-01302",1302,"2012","2012-06-05 00:00:00",0.100000001490116,"LD GW",2,"N",0.200000002980232,3.70000004768372,80,""
166,"0001-00305",305,"2012","2013-06-22 00:00:00",0.100000001490116,"AT MB DC JB",4,"N",0.25,1,4,""
167,"0001-00607",607,"2012","2013-06-22 00:00:00",0.100000001490116,"AT JB MB DC",4,"N",0.200000002980232,1.25,28,""
168,"0001-01001",1001,"2012","2012-09-18 00:00:00",0.100000001490116,"AM DF",2,"N",0.100000001490116,0.5,68,""
169,"0001-01101",1101,"2012","2013-06-21 00:00:00",0.100000001490116,"MB AT",2,"N",0.100000001490116,1.5,76,""
170,"0001-01103",1103,"2012","2013-06-21 00:00:00",0.100000001490116,"JB DC",2,"N",0.150000005960464,1.5,80,""
171,"0001-01201",1201,"2012","2013-07-20 00:00:00",0.100000001490116,"AT JB",2,"N",0.100000001490116,3.5,84,""
172,"0001-01202",1202,"2012","2013-06-20 00:00:00",0.100000001490116,"MB AT",2,"N",0.00999999977648258,1.5,72,""
173,"0001-01203",1203,"2012","2013-06-20 00:00:00",0.100000001490116,"JB DC",2,"N",0.150000005960464,3.25,72,""
174,"0001-01301",1301,"2012","2013-06-20 00:00:00",0.100000001490116,"MB DC",2,"N",0.159999996423721,1043,64,""
175,"0001-00809",809,"2013","2013-06-23 00:00:00",0.100000001490116,"AT JB",2,"PH",0.100000001490116,1,64,"2012 DATA UPDATED AFTER 2012 FIRE"
176,"0001-00810",810,"2013","2013-06-23 00:00:00",0.100000001490116,"AT JB",2,"PH",0.100000001490116,1,68,"2012 DATA UPDATED AFTER 2012 FIRE"
177,"0001-00908",908,"2013","2013-06-23 00:00:00",0.100000001490116,"AT JB",2,"PH",0.200000002980232,1,68,"2012 DATA UPDATED AFTER 2012 FIRE"
179,"0001-00910",910,"2013","2013-06-23 00:00:00",0.100000001490116,"AT JB",2,"PH",0.100000001490116,0.699999988079071,20,"2012 DATA UPDATED AFTER 2012 FIRE"
180,"0001-01006",1006,"2013","2013-06-22 00:00:00",0.100000001490116,"AT JB",2,"PH",0.100000001490116,1,-9,"2012 DATA UPDATED AFTER 2012 FIRE"
