"InvID","Plotid","Plotnum","InvYear","Invdate","Plotsize","Crew","Crew#","InvenType","TravelTime","TotalTime","Canopy","Pcomments"
19,"2000-00019",19,"2003","2003-10-14 00:00:00",0.100000001490116,"GR CH GT SD",4,"N",-9,-9,80,"TREE DATA FROM 10/14/03 (GR CH) ALL OTHER DATA 8/25/04 (GT SD) "
20,"2000-00020",20,"2003","2003-08-27 00:00:00",0.100000001490116,"LS RW SD GT",4,"N",0.200000002980232,2.25,76,"TREE DATA FROM 8/27/03 (LS RW) ALL OTHER DATA 8/25/04 (GT SD) "
21,"2000-00021",21,"2003","2003-08-27 00:00:00",0.100000001490116,"JR LS RW GT SD",5,"N",0.200000002980232,1.29999995231628,60,"TREE DATA FROM 8/27/03 (JR GR) ALL OTHER DATA 8/25/04 (GT SD) "
22,"2000-00022",22,"2003","2003-08-28 00:00:00",0.100000001490116,"LS RW GT SD",4,"N",0.300000011920929,2.40000009536743,68,"TREE DATA FROM 8/28/03 (LS RW) ALL OTHER DATA 8/25/04 (GT SD) "
23,"2000-00023",23,"2003","2003-10-14 00:00:00",0.100000001490116,"GR CH GT SD",2,"N",-9,-9,80,"HEAVY MISTLETOE; TREE DATA FROM 10/24/03 (LS RW) ALL OTHER DATA 8/25/04 (GT SD) "
24,"2000-00024",24,"2003","2003-10-14 00:00:00",0.100000001490116,"GR CH GT SD",4,"N",-9,-9,72,"TREE DATA FROM 10/14/03 (GR CH) ALL OTHER DATA 8/23/04 (GT SD) "
25,"2000-00002",2,"2010","2010-08-31 00:00:00",0.100000001490116,"LK RS",2,"N",0.100000001490116,1.5,78,""
26,"2000-00001",1,"2010","2010-08-31 00:00:00",0.100000001490116,"RS LK",2,"N",1,2,60,"GO WEST OF BLACK WATER TANK PLOT IS TOO FAR WEST"
27,"2000-00003",3,"2010","2010-07-29 00:00:00",0.100000001490116,"RS LK",2,"N",0.200000002980232,2,62,""
28,"2000-00004",4,"2010","2010-08-31 00:00:00",0.100000001490116,"NK DA",2,"N",0.100000001490116,1.75,88,""
29,"2000-00005",5,"2010","2010-09-02 00:00:00",0.100000001490116,"RS DA LK NK",4,"N",0.200000002980232,0.800000011920929,72,""
30,"2000-00006",6,"2010","2010-07-29 00:00:00",0.100000001490116,"RS LK",2,"N",0.100000001490116,2,56,""
31,"2000-00007",7,"2010","2010-08-28 00:00:00",0.100000001490116,"LK RS",2,"N",0.200000002980232,1.5,76,""
32,"2000-00008",8,"2010","2010-08-29 00:00:00",0.100000001490116,"LK RS",2,"N",0.100000001490116,1,-9,""
33,"2000-00009",9,"2010","2010-08-29 00:00:00",0.100000001490116,"RS LK",2,"N",0.100000001490116,1.39999997615814,60,""
34,"2000-00010",10,"2010","2010-08-28 00:00:00",0.100000001490116,"RS LK",2,"N",0.200000002980232,2.20000004768372,62,""
35,"2000-00011",11,"2010","2010-08-30 00:00:00",0.100000001490116,"LK RS",2,"N",0.200000002980232,1.5,56,""
36,"2000-00012",12,"2010","2010-08-31 00:00:00",0.100000001490116,"LK RS",2,"N",0.300000011920929,2,84,""
37,"2000-00013",13,"2010","2010-08-28 00:00:00",0.100000001490116,"RS LK",2,"N",0.200000002980232,1.20000004768372,84,""
38,"2000-00014",14,"2010","2010-08-30 00:00:00",0.100000001490116,"LK RS",2,"N",0.100000001490116,1,76,""
39,"2000-00015",15,"2010","2010-08-30 00:00:00",0.100000001490116,"LK RS",2,"N",0.100000001490116,2,72,""
40,"2000-00016",16,"2010","2010-08-29 00:00:00",0.100000001490116,"NK DA",2,"N",0.100000001490116,2.25,72,""
41,"2000-00017",17,"2010","2010-08-29 00:00:00",0.100000001490116,"DA NK",2,"N",0.119999997317791,2.20000004768372,84,""
42,"2000-00018",18,"2010","2010-08-31 00:00:00",0.100000001490116,"NK DA",2,"N",0.100000001490116,3,88,""
43,"2000-00019",19,"2010","2010-08-30 00:00:00",0.100000001490116,"NK DA",2,"N",0.400000005960464,2.75,88,""
44,"2000-00020",20,"2010","2010-08-29 00:00:00",0.100000001490116,"NK DA",2,"N",0.100000001490116,2.25,88,""
45,"2000-00021",21,"2010","2010-08-29 00:00:00",0.100000001490116,"DA NK",2,"N",0.25,2,84,""
46,"2000-00022",22,"2010","2010-08-31 00:00:00",0.100000001490116,"NK DA",2,"N",0.119999997317791,2,72,""
47,"2000-00023",23,"2010","2010-08-30 00:00:00",0.100000001490116,"DA NK",2,"N",0.25,3,73,"MOST TAGS GONE OR DESTROYED ON TREES"
48,"2000-00024",24,"2010","2010-08-31 00:00:00",0.100000001490116,"RS LK",2,"N",0.100000001490116,1.5,76,""
49,"2000-00002",2,"2011","2011-09-13 00:00:00",0.100000001490116,"RD RS",2,"PH",0.100000001490116,0.800000011920929,36,"2010 DATA UPDATED FOR 2011 HARVEST:"
50,"2000-00003",3,"2011","2011-09-13 00:00:00",0.100000001490116,"KS RD",2,"PH",0.100000001490116,1.60000002384186,28,"2010 DATA UPDATED FOR 2011 HARVEST: REESTABLISHED PLOT CENTER PHOTOS 101-0121 - 101-0147"
51,"2000-00004",4,"2011","2011-09-13 00:00:00",0.100000001490116,"RS",1,"PH",0.100000001490116,1,64,"2010 DATA UPDATED FOR 2011 HARVEST:"
52,"2000-00005",5,"2011","2011-09-13 00:00:00",0.100000001490116,"RS",1,"PH",0.200000002980232,0.800000011920929,40,"2010 DATA UPDATED FOR 2011 HARVEST:"
53,"2000-00006",6,"2011","2011-09-13 00:00:00",0.100000001490116,"RD KS",2,"PH",0.200000002980232,1.5,76,"2010 DATA UPDATED FOR 2011 HARVEST: PHOTOS 101-0148 - 101-0172"
54,"2000-00007",7,"2011","2011-08-22 00:00:00",0.100000001490116,"RS RY",2,"PH",0.200000002980232,1,56,"2010 DATA UPDATED FOR 2011 HARVEST:"
55,"2000-00009",9,"2011","2011-09-13 00:00:00",0.100000001490116,"RD KS",2,"PH",0.800000011920929,2.20000004768372,52,"2010 DATA UPDATED FOR 2011 HARVEST: REESTALISHED PLOT CENTER NEEDS PLOT TAG PHOTOS 101-0174 - 101-0198"
56,"2000-00010",10,"2011","2011-08-22 00:00:00",0.100000001490116,"RY RS",2,"PH",0.100000001490116,1,60,"2010 DATA UPDATED FOR 2011 HARVEST: SKID TRAIL RUNS THROUGH PLOT"
57,"2000-00011",11,"2011","2011-08-23 00:00:00",0.100000001490116,"RY RS",2,"PH",0.100000001490116,1,52,"2010 DATA UPDATED FOR 2011 HARVEST:"
58,"2000-00012",12,"2011","2011-09-14 00:00:00",0.100000001490116,"KS",1,"PH",0.100000001490116,2.29999995231628,56,"2010 DATA UPDATED FOR 2011 HARVEST: REPLACED CENTER POLE"
59,"2000-00013",13,"2011","2011-08-23 00:00:00",0.100000001490116,"RS RY",2,"PH",0.200000002980232,0.699999988079071,56,"2010 DATA UPDATED FOR 2011 HARVEST: SKID TRAIL THROUGH NORTH HALF OF PLOT"
60,"2000-00014",14,"2011","2011-09-14 00:00:00",0.100000001490116,"RD KS",2,"PH",0.100000001490116,1,56,"2010 DATA UPDATED FOR 2011 HARVEST:"
61,"2000-00015",15,"2011","2011-09-12 00:00:00",0.100000001490116,"RD KS",2,"PH",0.400000005960464,1.89999997615814,60,"2010 DATA UPDATED FOR 2011 HARVEST: REESTABLISHED PLOT CENTER IN SKID TRAIL"
62,"2000-00016",16,"2011","2011-08-23 00:00:00",0.100000001490116,"RY RS",2,"PH",0.200000002980232,1,48,"2010 DATA UPDATED FOR 2011 HARVEST:"
63,"2000-00017",17,"2011","2011-09-14 00:00:00",0.100000001490116,"RD",1,"PH",0.100000001490116,0.75,80,"2010 DATA UPDATED FOR 2011 HARVEST:"
64,"2000-00018",18,"2011","2011-09-12 00:00:00",0.100000001490116,"RD KS",2,"PH",0.300000011920929,2.70000004768372,76,"2010 DATA UPDATED FOR 2011 HARVEST:"
65,"2000-00019",19,"2011","2011-09-12 00:00:00",0.100000001490116,"RS",1,"PH",0.100000001490116,1.14999997615814,64,"2010 DATA UPDATED FOR 2011 HARVEST: SKID RUNS THROUGH PLOT"
66,"2000-00022",22,"2011","2011-09-12 00:00:00",0.100000001490116,"KS RD",2,"PH",0.100000001490116,1.60000002384186,52,"2010 DATA UPDATED FOR 2011 HARVEST: NEEDS NEW CENTER TAG PHOTOS 101-0097 - 101-0116"
67,"2000-00023",23,"2011","2011-09-12 00:00:00",0.100000001490116,"RS",1,"PH",0.25,1,68,"2010 DATA UPDATED FOR 2011 HARVEST: NO CHANGE IN PLOT.  AREA JUST WEST OF PLOT WAS HARVESTED."
68,"2000-00024",24,"2011","2011-09-12 00:00:00",0.100000001490116,"RS",1,"PH",0.5,1,0,"2010 DATA UPDATED FOR 2011 HARVEST: RE-ESTABLISHED. IN GROUP SELECT. OFFPLOT WITNESS 25.5DBH SP AZ 19 D 75.8 AND 7.1DBH WF D72.1 AZ 240 WITH PROPERTY BOUNDARY BLAZE ON IT"
69,"2000-00001",1,"2011","2011-08-31 00:00:00",0.100000001490116,"RS LK",2,"PH",1,2,60,"NO HARVEST 2011: GO WEST OF BLACK WATER TANK PLOT IS TOO FAR WEST"
71,"2000-00020",20,"2011","2011-08-29 00:00:00",0.100000001490116,"NK DA",2,"PH",0.100000001490116,2.25,88,"NO HARVEST 2011"
72,"2000-00021",21,"2011","2011-08-29 00:00:00",0.100000001490116,"DA NK",2,"PH",0.25,2,84,"NO HARVEST 2011"
73,"2000-00018",18,"2017","2017-05-24 00:00:00",0.100000001490116,"KW AT KL AM",4,"N",0.200000002980232,2.09999990463257,88,""
74,"2000-00002",2,"2017","2017-05-23 00:00:00",0.100000001490116,"DF JL AT",3,"N",0.100000001490116,2,54,""
75,"2000-00003",3,"2017","2017-05-23 00:00:00",0.100000001490116,"DF JL AT",3,"N",0.100000001490116,2.79999995231628,64,""
76,"2000-00006",6,"2017","2017-05-23 00:00:00",0.100000001490116,"DF JL AT",3,"N",0.100000001490116,2,60,""
77,"2000-00008",8,"2017","2017-05-22 00:00:00",0.100000001490116,"AT JL DF",3,"N",0.200000002980232,0.5,8,"""WITNESS STUMP DF 16"""" AZ354 D18.0"""
78,"2000-00011",11,"2017","2017-05-24 00:00:00",0.100000001490116,"KW AT KL AM",4,"N",0.200000002980232,3,52,""
79,"2000-00013",13,"2017","2017-05-24 00:00:00",0.100000001490116,"JL DF",2,"N",0.200000002980232,1.70000004768372,74,""
80,"2000-00017",17,"2017","2017-05-24 00:00:00",0.100000001490116,"JL DF",2,"N",0.100000001490116,2,88,""
81,"2000-00021",21,"2017","2017-05-24 00:00:00",0.100000001490116,"JL DF",2,"N",0.100000001490116,1.5,92,""
82,"2000-00024",24,"2017","2017-05-24 00:00:00",0.100000001490116,"DF JL",2,"N",0.200000002980232,1,4,"OFFPLOT WITNESS 25.5DBH SP AZ 19 D 75.8 AND 7.1DBH WF AZ240 D72.1 WITH PROPERTY BNDRY BLAZE ON BOLE"
83,"2000-00025",25,"2017","2017-05-23 00:00:00",0.100000001490116,"AT JL DF",3,"N",0.100000001490116,-9,0,"MIDDLE OF NO TREAT GROUP; STUMP WITNESS NC DBH 25 AZ 130 D16.9 WITNESS STUM WF DBH 20 AZ86 D17.4 WITNESS STUMP BO DBH 12 AZ 338 D21.5; NEW PLOT"
