"InvID","PlotID","Invdate","Azimuth","Decay Factor","Size"
13,"2000-00013","2003-08-27 00:00:00",142,"D",4
14,"2000-00014","2003-08-27 00:00:00",180,"D",6
15,"2000-00015","2003-08-27 00:00:00",286,"C",9
15,"2000-00015","2003-08-27 00:00:00",346,"D",3
15,"2000-00015","2003-08-27 00:00:00",346,"E",8
16,"2000-00016","2003-08-27 00:00:00",27,"B",6
16,"2000-00016","2003-08-27 00:00:00",327,"B",3
17,"2000-00017","2003-08-28 00:00:00",357,"C",6
17,"2000-00017","2003-08-28 00:00:00",357,"C",6
17,"2000-00017","2003-08-28 00:00:00",357,"C",5
17,"2000-00017","2003-08-28 00:00:00",357,"C",5
17,"2000-00017","2003-08-28 00:00:00",357,"B",4
17,"2000-00017","2003-08-28 00:00:00",357,"B",5
17,"2000-00017","2003-08-28 00:00:00",297,"B",4
17,"2000-00017","2003-08-28 00:00:00",297,"B",4
19,"2000-00019","2003-10-14 00:00:00",352,"C",3
19,"2000-00019","2003-10-14 00:00:00",352,"C",3
19,"2000-00019","2003-10-14 00:00:00",352,"B",6
19,"2000-00019","2003-10-14 00:00:00",292,"E",4
19,"2000-00019","2003-10-14 00:00:00",292,"C",4
19,"2000-00019","2003-10-14 00:00:00",292,"B",3
19,"2000-00019","2003-10-14 00:00:00",292,"C",3
19,"2000-00019","2003-10-14 00:00:00",292,"B",4
20,"2000-00020","2003-08-27 00:00:00",60,"E",36
21,"2000-00021","2003-08-27 00:00:00",206,"D",5
21,"2000-00021","2003-08-27 00:00:00",206,"C",4
21,"2000-00021","2003-08-27 00:00:00",146,"C",4
21,"2000-00021","2003-08-27 00:00:00",146,"C",4
22,"2000-00022","2003-08-28 00:00:00",296,"B",5
22,"2000-00022","2003-08-28 00:00:00",296,"A",5
22,"2000-00022","2003-08-28 00:00:00",296,"B",3
22,"2000-00022","2003-08-28 00:00:00",356,"B",5
23,"2000-00023","2003-10-14 00:00:00",340,"B",3
24,"2000-00024","2003-10-14 00:00:00",239,"D",6
24,"2000-00024","2003-10-14 00:00:00",239,"D",5
24,"2000-00024","2003-10-14 00:00:00",239,"C",5
24,"2000-00024","2003-10-14 00:00:00",179,"D",9
24,"2000-00024","2003-10-14 00:00:00",179,"C",5
24,"2000-00024","2003-10-14 00:00:00",179,"D",13
26,"2000-00001","2010-08-31 00:00:00",212,"D",7
26,"2000-00001","2010-08-31 00:00:00",212,"E",4
26,"2000-00001","2010-08-31 00:00:00",212,"A",10
26,"2000-00001","2010-08-31 00:00:00",162,"E",7
27,"2000-00003","2010-07-29 00:00:00",116,"C",15
27,"2000-00003","2010-07-29 00:00:00",116,"B",4
30,"2000-00006","2010-07-29 00:00:00",284,"E",4
31,"2000-00007","2010-08-28 00:00:00",310,"E",4
31,"2000-00007","2010-08-28 00:00:00",250,"E",4
33,"2000-00009","2010-08-29 00:00:00",168,"C",6
33,"2000-00009","2010-08-29 00:00:00",228,"D",27
33,"2000-00009","2010-08-29 00:00:00",228,"C",5
33,"2000-00009","2010-08-29 00:00:00",228,"C",3
33,"2000-00009","2010-08-29 00:00:00",228,"C",5
33,"2000-00009","2010-08-29 00:00:00",228,"C",3
33,"2000-00009","2010-08-29 00:00:00",228,"C",4
34,"2000-00010","2010-08-28 00:00:00",4,"A",10
34,"2000-00010","2010-08-28 00:00:00",4,"A",8
34,"2000-00010","2010-08-28 00:00:00",64,"B",6
35,"2000-00011","2010-08-30 00:00:00",0,"E",7
35,"2000-00011","2010-08-30 00:00:00",0,"E",8
35,"2000-00011","2010-08-30 00:00:00",60,"E",4
36,"2000-00012","2010-08-31 00:00:00",126,"B",5
36,"2000-00012","2010-08-31 00:00:00",126,"C",4
40,"2000-00016","2010-08-29 00:00:00",10,"C",4
40,"2000-00016","2010-08-29 00:00:00",10,"C",5
40,"2000-00016","2010-08-29 00:00:00",70,"D",8
41,"2000-00017","2010-08-29 00:00:00",16,"E",4
42,"2000-00018","2010-08-31 00:00:00",150,"D",8
43,"2000-00019","2010-08-30 00:00:00",50,"E",7
43,"2000-00019","2010-08-30 00:00:00",50,"D",5
43,"2000-00019","2010-08-30 00:00:00",350,"D",4
43,"2000-00019","2010-08-30 00:00:00",350,"D",4
47,"2000-00023","2010-08-30 00:00:00",40,"D",5
47,"2000-00023","2010-08-30 00:00:00",40,"C",5
47,"2000-00023","2010-08-30 00:00:00",40,"C",7
47,"2000-00023","2010-08-30 00:00:00",340,"C",7
48,"2000-00024","2010-08-31 00:00:00",70,"E",7
48,"2000-00024","2010-08-31 00:00:00",70,"E",4
48,"2000-00024","2010-08-31 00:00:00",70,"E",7
48,"2000-00024","2010-08-31 00:00:00",70,"E",5
52,"2000-00005","2011-09-13 00:00:00",296,"A",4
52,"2000-00005","2011-09-13 00:00:00",356,"A",5
53,"2000-00006","2011-09-13 00:00:00",184,"A",5
53,"2000-00006","2011-09-13 00:00:00",184,"D",4
54,"2000-00007","2011-08-22 00:00:00",317,"A",4
54,"2000-00007","2011-08-22 00:00:00",317,"B",6
54,"2000-00007","2011-08-22 00:00:00",17,"A",6
55,"2000-00009","2011-09-13 00:00:00",196,"A",7
55,"2000-00009","2011-09-13 00:00:00",196,"C",4
56,"2000-00010","2011-08-22 00:00:00",43,"C",10
56,"2000-00010","2011-08-22 00:00:00",43,"B",5
56,"2000-00010","2011-08-22 00:00:00",343,"B",3
57,"2000-00011","2011-08-23 00:00:00",168,"A",6
57,"2000-00011","2011-08-23 00:00:00",168,"A",4
58,"2000-00012","2011-09-14 00:00:00",126,"D",8
58,"2000-00012","2011-09-14 00:00:00",126,"C",4
58,"2000-00012","2011-09-14 00:00:00",64,"A",4
58,"2000-00012","2011-09-14 00:00:00",64,"A",6
58,"2000-00012","2011-09-14 00:00:00",64,"A",5
58,"2000-00012","2011-09-14 00:00:00",64,"A",8
59,"2000-00013","2011-08-23 00:00:00",190,"C",3
59,"2000-00013","2011-08-23 00:00:00",250,"C",4
61,"2000-00015","2011-09-12 00:00:00",148,"A",8
61,"2000-00015","2011-09-12 00:00:00",88,"A",4
62,"2000-00016","2011-08-23 00:00:00",30,"A",5
62,"2000-00016","2011-08-23 00:00:00",30,"C",6
62,"2000-00016","2011-08-23 00:00:00",30,"C",5
62,"2000-00016","2011-08-23 00:00:00",90,"B",6
62,"2000-00016","2011-08-23 00:00:00",90,"C",5
62,"2000-00016","2011-08-23 00:00:00",90,"C",5
62,"2000-00016","2011-08-23 00:00:00",90,"C",3
62,"2000-00016","2011-08-23 00:00:00",90,"A",3
63,"2000-00017","2011-09-14 00:00:00",16,"E",4
64,"2000-00018","2011-09-12 00:00:00",146,"E",4
65,"2000-00019","2011-09-12 00:00:00",359,"A",4
65,"2000-00019","2011-09-12 00:00:00",359,"A",5
65,"2000-00019","2011-09-12 00:00:00",299,"E",3
66,"2000-00022","2011-09-12 00:00:00",110,"A",4
66,"2000-00022","2011-09-12 00:00:00",110,"A",6
66,"2000-00022","2011-09-12 00:00:00",110,"B",5
66,"2000-00022","2011-09-12 00:00:00",170,"B",6
66,"2000-00022","2011-09-12 00:00:00",170,"A",4
66,"2000-00022","2011-09-12 00:00:00",170,"C",4
66,"2000-00022","2011-09-12 00:00:00",170,"A",7
66,"2000-00022","2011-09-12 00:00:00",170,"B",4
67,"2000-00023","2011-09-12 00:00:00",166,"D",5
67,"2000-00023","2011-09-12 00:00:00",226,"D",5
69,"2000-00001","2011-08-31 00:00:00",212,"D",7
69,"2000-00001","2011-08-31 00:00:00",212,"E",4
69,"2000-00001","2011-08-31 00:00:00",212,"A",10
69,"2000-00001","2011-08-31 00:00:00",162,"E",7
73,"2000-00018","2017-05-24 00:00:00",130,"C",9
73,"2000-00018","2017-05-24 00:00:00",130,"B",10
73,"2000-00018","2017-05-24 00:00:00",190,"A",5
75,"2000-00003","2017-05-23 00:00:00",240,"B",3
75,"2000-00003","2017-05-23 00:00:00",300,"D",5
75,"2000-00003","2017-05-23 00:00:00",300,"D",6
76,"2000-00006","2017-05-23 00:00:00",12,"B",3
76,"2000-00006","2017-05-23 00:00:00",72,"C",4
76,"2000-00006","2017-05-23 00:00:00",72,"E",5
77,"2000-00008","2017-05-22 00:00:00",90,"C",6
78,"2000-00011","2017-05-24 00:00:00",340,"D",4
79,"2000-00013","2017-05-24 00:00:00",82,"B",3
79,"2000-00013","2017-05-24 00:00:00",82,"D",5
80,"2000-00017","2017-05-24 00:00:00",10,"D",3
80,"2000-00017","2017-05-24 00:00:00",10,"D",4
80,"2000-00017","2017-05-24 00:00:00",70,"B",3
81,"2000-00021","2017-05-24 00:00:00",30,"D",5
81,"2000-00021","2017-05-24 00:00:00",30,"D",3
82,"2000-00024","2017-05-24 00:00:00",68,"C",3
82,"2000-00024","2017-05-24 00:00:00",128,"D",4
83,"2000-00025","2017-05-23 00:00:00",136,"C",3
83,"2000-00025","2017-05-23 00:00:00",196,"D",4
