"InvID","PlotID","Invdate","Treenum","Species","dbh","Toppres","Woodpeck","Barkcond","Theight","Cdeath","Yrdeath","Whard","Nesthole","Limbcond","Comment"
18,"2000-00018","2003-08-27 00:00:00",2,"WF",8.60000038146973,"Y","N",95,37,"N",9,1,0,"D",""
18,"2000-00018","2003-08-27 00:00:00",5,"WF",8.80000019073486,"Y","N",85,47,"N",9,1,0,"A",""
18,"2000-00018","2003-08-27 00:00:00",24,"BO",8.69999980926514,"Y","N",10,36,"N",9,1,0,"C",""
18,"2000-00018","2003-08-27 00:00:00",46,"WF",9.69999980926514,"N","Y",85,16,"N",9,1,0,"C",""
18,"2000-00018","2003-08-27 00:00:00",47,"DF",9.80000019073486,"Y","N",95,41,"N",9,1,0,"A",""
19,"2000-00019","2003-10-14 00:00:00",24,"SP",5.59999990463257,"X","X",-9,37,"N",-9,1,-9,"X",""
21,"2000-00021","2003-08-27 00:00:00",5,"WF",22.1000003814697,"N","Y",95,15,"U",9,2,6,"E",""
22,"2000-00022","2003-08-28 00:00:00",10,"WF",7.59999990463257,"Y","N",90,48,"N",9,3,0,"C",""
22,"2000-00022","2003-08-28 00:00:00",16,"WF",7.40000009536743,"Y","N",100,53,"N",9,2,0,"D",""
22,"2000-00022","2003-08-28 00:00:00",17,"WF",5.09999990463257,"Y","N",100,38,"N",9,1,0,"A",""
22,"2000-00022","2003-08-28 00:00:00",19,"WF",9.19999980926514,"N","N",100,59,"N",9,2,0,"C",""
22,"2000-00022","2003-08-28 00:00:00",26,"WF",8.10000038146973,"Y","Y",50,29,"N",9,4,0,"C",""
22,"2000-00022","2003-08-28 00:00:00",27,"WF",5.30000019073486,"Y","N",100,19,"N",9,2,0,"B",""
22,"2000-00022","2003-08-28 00:00:00",29,"IC",10.3000001907349,"N","N",100,27,"U",9,1,0,"C",""
23,"2000-00023","2003-10-14 00:00:00",19,"WF",6.19999980926514,"X","X",-9,35,"N",-9,1,-9,"X",""
26,"2000-00001","2010-08-31 00:00:00",4,"WF",19.6000003814697,"Y","N",100,74,"N",4,2,0,"C",""
26,"2000-00001","2010-08-31 00:00:00",13,"WF",9.80000019073486,"N","N",100,25,"D",4,2,0,"C",""
26,"2000-00001","2010-08-31 00:00:00",15,"WF",7.69999980926514,"Y","N",90,52,"D",4,2,0,"C",""
27,"2000-00003","2010-07-29 00:00:00",8,"DF",24,"N","N",95,5,"N",4,5,0,"E",""
28,"2000-00004","2010-08-31 00:00:00",12,"IC",25.5,"N","Y",0,13,"D",4,4,10,"E",""
30,"2000-00006","2010-07-29 00:00:00",8,"BO",9,"Y","N",0,45,"N",9,2,0,"C",""
31,"2000-00007","2010-08-28 00:00:00",13,"IC",5.59999990463257,"N","N",100,9,"P",1,-9,0,"A",""
33,"2000-00009","2010-08-29 00:00:00",13,"DF",8.30000019073486,"Y","Y",-9,40,"N",-9,3,-9,"A",""
34,"2000-00010","2010-08-28 00:00:00",3,"SP",11,"N","Y",50,29,"N",4,3,0,"B",""
34,"2000-00010","2010-08-28 00:00:00",7,"DF",7.19999980926514,"N","N",100,8,"N",4,3,0,"E",""
34,"2000-00010","2010-08-28 00:00:00",9,"IC",6.40000009536743,"N","N",100,26,"N",4,2,0,"B",""
34,"2000-00010","2010-08-28 00:00:00",14,"WF",5.90000009536743,"Y","N",100,58,"N",4,2,0,"C",""
34,"2000-00010","2010-08-28 00:00:00",16,"BO",7.80000019073486,"Y","N",0,49,"N",4,2,0,"C",""
34,"2000-00010","2010-08-28 00:00:00",18,"BO",9,"Y","N",5,39,"N",4,2,0,"C",""
34,"2000-00010","2010-08-28 00:00:00",24,"WF",9.80000019073486,"Y","N",100,36,"N",4,1,0,"A",""
34,"2000-00010","2010-08-28 00:00:00",34,"WF",5.5,"Y","Y",100,32,"N",9,3,0,"B",""
34,"2000-00010","2010-08-28 00:00:00",38,"WF",8.69999980926514,"N","Y",100,22,"N",4,3,0,"C",""
34,"2000-00010","2010-08-28 00:00:00",44,"WF",6.19999980926514,"Y","N",100,30,"N",4,2,0,"C","TOP BROKEN LEAN NEGHBOR"
35,"2000-00011","2010-08-30 00:00:00",26,"WF",9.80000019073486,"Y","N",100,56,"N",9,2,0,"B",""
36,"2000-00012","2010-08-31 00:00:00",11,"IC",3.70000004768372,"N","Y",100,5,"P",2,2,0,"B","BROKEN TOP"
36,"2000-00012","2010-08-31 00:00:00",17,"BO",4.69999980926514,"Y","N",0,30,"N",4,2,0,"C",""
36,"2000-00012","2010-08-31 00:00:00",18,"BO",5.19999980926514,"Y","N",5,30,"N",4,2,0,"C",""
36,"2000-00012","2010-08-31 00:00:00",21,"BO",7.5,"Y","N",5,42,"N",4,2,0,"C",""
37,"2000-00013","2010-08-28 00:00:00",27,"IC",6.90000009536743,"N","N",100,14,"N",4,2,0,"C",""
39,"2000-00015","2010-08-30 00:00:00",11,"BO",6.80000019073486,"Y","Y",90,32,"N",4,2,0,"X",""
39,"2000-00015","2010-08-30 00:00:00",31,"PP",37,"N","Y",10,17,"N",4,3,0,"D",""
40,"2000-00016","2010-08-29 00:00:00",22,"WF",9.89999961853027,"Y","N",100,37,"N",2,1,0,"A",""
40,"2000-00016","2010-08-29 00:00:00",28,"WF",9.5,"Y","Y",100,52,"N",2,1,0,"A",""
41,"2000-00017","2010-08-29 00:00:00",21,"BO",10.8000001907349,"N","Y",95,7,"N",2,1,0,"D",""
42,"2000-00018","2010-08-31 00:00:00",2,"WF",7.59999990463257,"Y","Y",100,41,"D",4,3,2,"C","QDBH QHT"
42,"2000-00018","2010-08-31 00:00:00",3,"WF",17.6000003814697,"Y","Y",100,91,"N",4,2,0,"C",""
42,"2000-00018","2010-08-31 00:00:00",4,"WF",7.5,"N","Y",100,6,"N",4,3,0,"D",""
42,"2000-00018","2010-08-31 00:00:00",7,"WF",6,"N","Y",100,5,"N",4,3,0,"D",""
42,"2000-00018","2010-08-31 00:00:00",22,"BO",9.5,"Y","N",10,43,"N",4,1,0,"C",""
42,"2000-00018","2010-08-31 00:00:00",24,"BO",8.69999980926514,"Y","N",0,41,"D",4,1,0,"C","QHT; RETAGGED"
42,"2000-00018","2010-08-31 00:00:00",26,"WF",9.30000019073486,"N","Y",95,36,"N",4,2,0,"C","MTOE"
42,"2000-00018","2010-08-31 00:00:00",27,"WF",5.40000009536743,"Y","N",100,38,"N",4,2,0,"C","Z LAST INV DD"
42,"2000-00018","2010-08-31 00:00:00",29,"WF",6.69999980926514,"Y","N",100,38,"N",2,2,0,"B",""
42,"2000-00018","2010-08-31 00:00:00",41,"WF",6.19999980926514,"N","N",100,26,"N",4,2,0,"C",""
42,"2000-00018","2010-08-31 00:00:00",46,"WF",10.1999998092651,"N","Y",80,21,"D",4,2,3,"C","QDBH; QHT"
43,"2000-00019","2010-08-30 00:00:00",16,"WF",6.19999980926514,"Y","N",100,30,"N",2,1,0,"C",""
43,"2000-00019","2010-08-30 00:00:00",24,"SP",5.40000009536743,"Y","N",100,32,"N",2,2,0,"B","QHT"
44,"2000-00020","2010-08-29 00:00:00",8,"DF",6.40000009536743,"N","N",100,8,"N",1,1,0,"C","SNAPPED AT 7 FEET FRESH"
44,"2000-00020","2010-08-29 00:00:00",9,"WF",6.09999990463257,"N","N",80,8,"N",2,2,0,"D",""
45,"2000-00021","2010-08-29 00:00:00",5,"WF",22,"N","Y",100,19,"D",4,2,11,"E","QHT"
46,"2000-00022","2010-08-31 00:00:00",2,"WF",6.69999980926514,"N","N",100,16,"N",4,2,0,"C","TOP HUNGUP IN ADJACENT CANOPY "
46,"2000-00022","2010-08-31 00:00:00",27,"WF",5.19999980926514,"Y","Y",90,18,"D",4,3,0,"C",""
46,"2000-00022","2010-08-31 00:00:00",29,"IC",10.3000001907349,"N","N",100,26,"D",4,2,0,"C",""
47,"2000-00023","2010-08-30 00:00:00",7,"BO",9.30000019073486,"Y","N",10,24,"N",4,2,0,"C",""
47,"2000-00023","2010-08-30 00:00:00",20,"BO",10.3000001907349,"Y","Y",80,54,"D",4,3,5,"C",NA
47,"2000-00023","2010-08-30 00:00:00",26,"BO",8.5,"Y","Y",40,36,"N",4,1,0,"C",""
47,"2000-00023","2010-08-30 00:00:00",30,"WF",6.09999990463257,"N","Y",100,10,"N",4,4,0,"D",""
47,"2000-00023","2010-08-30 00:00:00",35,"WF",7.5,"Y","N",70,32,"N",9,2,0,"B","MISSED"
50,"2000-00003","2011-09-13 00:00:00",12,"DF",20.3999996185303,"Y","N",95,106,"N",0,1,0,"A",""
51,"2000-00004","2011-09-13 00:00:00",12,"IC",25.5,"N","Y",0,13,"D",4,4,10,"E",""
53,"2000-00006","2011-09-13 00:00:00",8,"BO",9,"Y","N",0,45,"D",9,2,0,"C",""
55,"2000-00009","2011-09-13 00:00:00",13,"DF",8.5,"N","N",55,14,"N",2,3,0,"B","1/100"
56,"2000-00010","2011-08-22 00:00:00",16,"BO",7.80000019073486,"Y","N",0,49,"N",4,2,0,"C",""
56,"2000-00010","2011-08-22 00:00:00",18,"BO",9,"Y","N",5,39,"N",4,2,0,"C",""
56,"2000-00010","2011-08-22 00:00:00",24,"WF",9.80000019073486,"Y","N",100,36,"N",4,1,0,"A","????? Qstatus "
56,"2000-00010","2011-08-22 00:00:00",34,"WF",5.5,"Y","Y",100,32,"N",9,3,0,"B",""
56,"2000-00010","2011-08-22 00:00:00",38,"WF",8.69999980926514,"N","Y",100,22,"N",4,3,0,"C",""
56,"2000-00010","2011-08-22 00:00:00",44,"WF",6.19999980926514,"Y","N",100,30,"N",4,2,0,"C","TOP BROKEN LEAN NEGHBOR"
57,"2000-00011","2011-08-23 00:00:00",26,"WF",9.80000019073486,"Y","N",100,56,"N",9,2,0,"B","MAYBE YEARS DEAD 4"
58,"2000-00012","2011-09-14 00:00:00",17,"BO",4.69999980926514,"N","N",0,14,"D",4,2,0,"C","RETAGGED JOINED AT BASE 17-20"
58,"2000-00012","2011-09-14 00:00:00",18,"BO",5.19999980926514,"Y","N",5,30,"D",4,2,0,"C",""
58,"2000-00012","2011-09-14 00:00:00",19,"BO",6.40000009536743,"Y","N",100,45,"N",1,3,0,"B",""
58,"2000-00012","2011-09-14 00:00:00",21,"BO",7.5,"N","N",5,42,"D",4,2,0,"C",""
58,"2000-00012","2011-09-14 00:00:00",34,"WF",1.79999995231628,"Y","N",100,12,"N",1,1,0,"A","1/100"
60,"2000-00014","2011-09-14 00:00:00",19,"SP",16,"Y","N",95,84,"N",0,2,0,"B","WHITE PINE BLISTER RUST"
61,"2000-00015","2011-09-12 00:00:00",11,"BO",5.80000019073486,"N","N",70,30,"N",9,3,0,"B",""
61,"2000-00015","2011-09-12 00:00:00",28,"WF",7.90000009536743,"Y","N",40,48,"N",2,3,0,"B","QSTATUS"
61,"2000-00015","2011-09-12 00:00:00",31,"PP",36.2999992370605,"N","N",35,18,"D",4,4,0,"E","RETAGGED"
61,"2000-00015","2011-09-12 00:00:00",36,"WF",6.09999990463257,"N","N",95,28,"H",0,1,0,"A","1/100"
62,"2000-00016","2011-08-23 00:00:00",22,"WF",9.89999961853027,"Y","N",100,37,"N",2,1,0,"A",""
63,"2000-00017","2011-09-14 00:00:00",10,"DF",6,"N","N",95,12,"H",0,1,0,"A",""
63,"2000-00017","2011-09-14 00:00:00",21,"BO",10.8000001907349,"N","Y",95,7,"N",2,1,0,"D",""
64,"2000-00018","2011-09-12 00:00:00",2,"WF",7.59999990463257,"N","Y",100,20,"D",4,3,2,"C",""
64,"2000-00018","2011-09-12 00:00:00",3,"WF",17.6000003814697,"Y","Y",100,50,"D",4,2,0,"C",""
64,"2000-00018","2011-09-12 00:00:00",4,"WF",7.5,"N","Y",100,6,"D",4,3,0,"D",""
64,"2000-00018","2011-09-12 00:00:00",7,"WF",6,"N","Y",100,5,"D",4,3,0,"D",""
64,"2000-00018","2011-09-12 00:00:00",22,"BO",9.5,"Y","N",10,43,"D",4,1,0,"C",""
64,"2000-00018","2011-09-12 00:00:00",24,"BO",8.69999980926514,"Y","N",0,41,"D",4,1,0,"C",""
64,"2000-00018","2011-09-12 00:00:00",26,"WF",9.30000019073486,"N","Y",95,36,"D",4,2,0,"C","MTOE"
64,"2000-00018","2011-09-12 00:00:00",27,"WF",5.40000009536743,"Y","N",100,38,"D",4,2,0,"C",""
64,"2000-00018","2011-09-12 00:00:00",29,"WF",6.69999980926514,"Y","N",100,38,"D",2,2,0,"B",""
64,"2000-00018","2011-09-12 00:00:00",39,"BO",5.30000019073486,"N","N",90,29,"N",2,2,0,"B","QSTATUS"
64,"2000-00018","2011-09-12 00:00:00",41,"WF",6.19999980926514,"N","N",100,26,"D",4,2,0,"C","1/100"
65,"2000-00019","2011-09-12 00:00:00",16,"WF",6.19999980926514,"Y","N",100,30,"D",2,1,0,"C",""
65,"2000-00019","2011-09-12 00:00:00",21,"WF",6.30000019073486,"N","N",100,19,"N",1,1,0,"A",""
65,"2000-00019","2011-09-12 00:00:00",24,"SP",5.40000009536743,"Y","N",100,32,"D",2,2,0,"B",""
66,"2000-00022","2011-09-12 00:00:00",29,"IC",10.3000001907349,"N","N",100,26,"D",4,2,0,"C",""
67,"2000-00023","2011-09-12 00:00:00",7,"BO",9.30000019073486,"Y","N",10,24,"D",4,2,0,"C",""
67,"2000-00023","2011-09-12 00:00:00",20,"BO",10.3000001907349,"Y","Y",80,54,"D",4,3,5,"C",""
67,"2000-00023","2011-09-12 00:00:00",26,"BO",8.5,"Y","Y",40,36,"D",4,1,0,"C",""
67,"2000-00023","2011-09-12 00:00:00",30,"WF",6.09999990463257,"N","Y",100,10,"D",4,4,0,"D",""
67,"2000-00023","2011-09-12 00:00:00",35,"WF",7.5,"Y","N",70,32,"D",4,2,0,"B",""
69,"2000-00001","2011-08-31 00:00:00",4,"WF",19.6000003814697,"Y","N",100,74,"N",4,2,0,"C",""
69,"2000-00001","2011-08-31 00:00:00",13,"WF",9.80000019073486,"N","N",100,25,"D",4,2,0,"C",""
69,"2000-00001","2011-08-31 00:00:00",15,"WF",7.69999980926514,"Y","N",90,52,"D",4,2,0,"C",""
71,"2000-00020","2011-08-29 00:00:00",8,"DF",6.40000009536743,"N","N",100,8,"N",1,1,0,"C","SNAPPED AT 7 FEET FRESH"
71,"2000-00020","2011-08-29 00:00:00",9,"WF",6.09999990463257,"N","N",80,8,"N",2,2,0,"D",""
72,"2000-00021","2011-08-29 00:00:00",5,"WF",22,"N","Y",100,19,"D",4,2,11,"E","QHT"
73,"2000-00018","2017-05-24 00:00:00",1,"WF",19.6000003814697,"N","Y",80,57,"N",4,2,0,"D",""
73,"2000-00018","2017-05-24 00:00:00",3,"WF",17.3999996185303,"N","Y",90,48,"D",4,3,3,"E",""
73,"2000-00018","2017-05-24 00:00:00",10,"WF",8.19999980926514,"Y","N",100,61,"N",4,1,0,"D",""
75,"2000-00003","2017-05-23 00:00:00",10,"SP",9.80000019073486,"Y","N",95,46,"N",2,2,0,"B",""
