"InvID","PlotID","Invdate","Species","Pcover","Aveht"
286,"0005-00408","2012-07-16 00:00:00","CHCH",0,2
287,"0005-00502","2012-08-01 00:00:00","CHCH",10,2.5
287,"0005-00502","2012-08-01 00:00:00","RIRO",0,1.5
288,"0005-00503","2012-07-16 00:00:00","RIRO",0,1
288,"0005-00503","2012-07-16 00:00:00","CECO",0,1
288,"0005-00503","2012-07-16 00:00:00","ARPA",0,0.5
288,"0005-00503","2012-07-16 00:00:00","CHCH",0,2
289,"0005-00504","2012-07-17 00:00:00","CHCH",35,3
290,"0005-00505","2012-07-17 00:00:00","CHCH",0,1.5
291,"0005-00506","2012-07-18 00:00:00","CHCH",60,2
292,"0005-00507","2012-07-18 00:00:00","CHCH",30,3
292,"0005-00507","2012-07-18 00:00:00","ARPA",0,1.5
293,"0005-00702","2012-08-01 00:00:00","CHCH",20,3
293,"0005-00702","2012-08-01 00:00:00","ARPA",0,7
293,"0005-00702","2012-08-01 00:00:00","CECO",0,1
293,"0005-00702","2012-08-01 00:00:00","RIRO",0,1.5
294,"0005-00703","2012-08-01 00:00:00","CHUM",0,0.5
294,"0005-00703","2012-08-01 00:00:00","RIRO",0,2.5
295,"0005-00704","2012-07-19 00:00:00","CHCH",15,4
295,"0005-00704","2012-07-19 00:00:00","RIRO",0,2
295,"0005-00704","2012-07-19 00:00:00","ARNE",0,0.5
295,"0005-00704","2012-07-19 00:00:00","CECO",0,3
295,"0005-00704","2012-07-19 00:00:00","UFO1",0,2
295,"0005-00704","2012-07-19 00:00:00","UFO2",0,3.5
295,"0005-00704","2012-07-19 00:00:00","ARPA",0,1
295,"0005-00704","2012-07-19 00:00:00","SYMO",0,1
295,"0005-00704","2012-07-19 00:00:00","CHUM",0,0.5
296,"0005-00705","2012-07-19 00:00:00","CHCH",15,3.5
297,"0005-00706","2012-07-19 00:00:00","CHUM",0,0.5
297,"0005-00706","2012-07-19 00:00:00","CHCH",0,1
298,"0005-00707","2012-07-19 00:00:00","CHCH",5,2.5
299,"0005-00802","2012-07-31 00:00:00","CHCH",15,2.5
299,"0005-00802","2012-07-31 00:00:00","RIRO",0,0.5
299,"0005-00802","2012-07-31 00:00:00","CHUM",0,0.5
300,"0005-00803","2012-07-31 00:00:00","CHCH",30,2
300,"0005-00803","2012-07-31 00:00:00","ARPA",0,3
301,"0005-00804","2012-07-31 00:00:00","CHCH",0,3
301,"0005-00804","2012-07-31 00:00:00","PRU-",0,2
301,"0005-00804","2012-07-31 00:00:00","RIRO",0,2
301,"0005-00804","2012-07-31 00:00:00","ROS-",0,1
301,"0005-00804","2012-07-31 00:00:00","CHUM",0,0.5
301,"0005-00804","2012-07-31 00:00:00","QUOV",0,1
302,"0005-00805","2012-07-23 00:00:00","CHCH",40,2.5
302,"0005-00805","2012-07-23 00:00:00","ARPA",0,2
303,"0005-00806","2015-07-23 00:00:00","CHCH",15,4
304,"0005-00807","2012-07-23 00:00:00","CHCH",25,3.5
304,"0005-00807","2012-07-23 00:00:00","QUVA",10,2
304,"0005-00807","2012-07-23 00:00:00","ARPA",5,3.5
305,"0005-00903","2012-07-31 00:00:00","CHCH",10,2.5
306,"0005-00904","2012-07-26 00:00:00","CHCH",0,3
306,"0005-00904","2012-07-26 00:00:00","ARPA",0,1
306,"0005-00904","2012-07-26 00:00:00","RIRO",0,1
306,"0005-00904","2012-07-26 00:00:00","PRU-",0,1
306,"0005-00904","2012-07-26 00:00:00","CECO",0,2
307,"0005-00905","2012-07-23 00:00:00","CHCH",0,2
307,"0005-00905","2012-07-23 00:00:00","CHUM",0,0.5
308,"0005-00906","2012-07-24 00:00:00","CHCH",0,4
308,"0005-00906","2012-07-24 00:00:00","ARNE",5,0.5
308,"0005-00906","2012-07-24 00:00:00","QUVA",45,4
309,"0005-00907","2012-07-24 00:00:00","CHCH",60,4
309,"0005-00907","2012-07-24 00:00:00","CHUM",0,0.5
309,"0005-00907","2012-07-24 00:00:00","ARPA",0,3
310,"0005-01003","2012-07-30 00:00:00","RIRO",0,1
310,"0005-01003","2012-07-30 00:00:00","ARPA",0,4
310,"0005-01003","2012-07-30 00:00:00","PRU-",0,5
311,"0005-01004","2012-07-30 00:00:00","CHCH",10,3
311,"0005-01004","2012-07-30 00:00:00","CHUM",0,0.5
312,"0005-01005","2012-07-31 00:00:00","ARPA",0,1
312,"0005-01005","2012-07-31 00:00:00","CHCH",0,3
312,"0005-01005","2012-07-31 00:00:00","CECO",0,2.5
312,"0005-01005","2012-07-31 00:00:00","CHUM",0,0.5
313,"0005-01006","2012-07-24 00:00:00","CHCH",5,3
314,"0005-01007","2015-07-24 00:00:00","QUVA",10,3.5
314,"0005-01007","2015-07-24 00:00:00","CHCH",5,4
315,"0005-01103","2012-07-26 00:00:00","CHCH",0,0
315,"0005-01103","2012-07-26 00:00:00","RIRO",0,0
316,"0005-01104","2012-07-26 00:00:00","CECO",5,2.5
316,"0005-01104","2012-07-26 00:00:00","CHCH",5,3.5
316,"0005-01104","2012-07-26 00:00:00","PREM",5,3.5
317,"0005-01105","2012-07-25 00:00:00","CHCH",5,3
317,"0005-01105","2012-07-25 00:00:00","RIRO",0,0.5
318,"0005-01106","2012-07-25 00:00:00","CHCH",5,4
318,"0005-01106","2012-07-25 00:00:00","CECO",5,3
318,"0005-01106","2012-07-25 00:00:00","RIRO",0,1
318,"0005-01106","2012-07-25 00:00:00","ARPU",0,1
319,"0005-01107","2012-07-25 00:00:00","CHCH",40,3.5
319,"0005-01107","2012-07-25 00:00:00","ARPA",5,4
319,"0005-01107","2012-07-25 00:00:00","ARNE",0,0.5
320,"0005-01108","2012-07-25 00:00:00","CHCH",15,4
320,"0005-01108","2012-07-25 00:00:00","CECO",0,4
320,"0005-01108","2012-07-25 00:00:00","CHUM",0,0
321,"0005-01203","2012-08-01 00:00:00","CHCH",0,3
322,"0005-01204","2012-08-01 00:00:00","RIRO",0,1.5
322,"0005-01204","2012-08-01 00:00:00","CHCH",0,3
323,"0005-01205","2015-07-26 00:00:00","CHCH",0,2
324,"0005-01207","2012-07-25 00:00:00","CECO",0,1.5
324,"0005-01207","2012-07-25 00:00:00","CHCH",0,3.5
325,"0005-01208","2012-07-25 00:00:00","CHCH",15,3.5
327,"0005-01304","2015-07-31 00:00:00","CHUM",0,1
328,"0005-01306","2012-07-31 00:00:00","RIRO",0,1
328,"0005-01306","2012-07-31 00:00:00","CECO",5,3
328,"0005-01306","2012-07-31 00:00:00","ARPA",0,1.5
328,"0005-01306","2012-07-31 00:00:00","CHUM",0,1
329,"0005-01307","2012-07-31 00:00:00","HUVA",0,1
79,"0001-00301","2015-09-13 00:00:00","CASE",5,2
79,"0001-00301","2015-09-13 00:00:00","CEIN",10,5
79,"0001-00301","2015-09-13 00:00:00","ARPA",5,3
79,"0001-00301","2015-09-13 00:00:00","SMRA",0,1.5
79,"0001-00301","2015-09-13 00:00:00","POAZ",0,2
79,"0001-00301","2015-09-13 00:00:00","QUVA",0,2
79,"0001-00301","2015-09-13 00:00:00","RINE",0,4
79,"0001-00301","2015-09-13 00:00:00","RIRO",0,2
80,"0001-00302","2015-09-13 00:00:00","CECO",5,3
80,"0001-00302","2015-09-13 00:00:00","CASE",0,2.5
80,"0001-00302","2015-09-13 00:00:00","PREM",0,3
80,"0001-00302","2015-09-13 00:00:00","ARPA",5,3
80,"0001-00302","2015-09-13 00:00:00","CEIN",30,5
80,"0001-00302","2015-09-13 00:00:00","APAN",0,0.5
81,"0001-00303","2015-09-13 00:00:00","CEIN",5,4
81,"0001-00303","2015-09-13 00:00:00","QUWE",0,4
81,"0001-00303","2015-09-13 00:00:00","CECO",0,2
81,"0001-00303","2015-09-13 00:00:00","GADI-2",0,2
81,"0001-00303","2015-09-13 00:00:00","POT-",0,1
82,"0001-00304","2015-10-06 00:00:00","CECO",5,2
82,"0001-00304","2015-10-06 00:00:00","ARPA",0,2
82,"0001-00304","2015-10-06 00:00:00","VILO",0,0.5
82,"0001-00304","2015-10-06 00:00:00","CASE",0,2.5
83,"0001-00305","2015-10-06 00:00:00","CEIN",20,5.5
83,"0001-00305","2015-10-06 00:00:00","ARPA",0,2.5
83,"0001-00305","2015-10-06 00:00:00","CECO",15,4
83,"0001-00305","2015-10-06 00:00:00","CEPR",5,0
83,"0001-00305","2015-10-06 00:00:00","POAZ",30,2
83,"0001-00305","2015-10-06 00:00:00","CIVU",0,2
83,"0001-00305","2015-10-06 00:00:00","PREM",0,2
83,"0001-00305","2015-10-06 00:00:00","MAGL",0,1
83,"0001-00305","2015-10-06 00:00:00","GNAP",0,1
84,"0001-00307","2015-10-06 00:00:00","ARPA",0,1
84,"0001-00307","2015-10-06 00:00:00","POAZ",5,3
84,"0001-00307","2015-10-06 00:00:00","CEIN",70,5
84,"0001-00307","2015-10-06 00:00:00","PREM",0,3
84,"0001-00307","2015-10-06 00:00:00","CIVU",0,2
84,"0001-00307","2015-10-06 00:00:00","CECO",0,3
85,"0001-00309","2015-10-06 00:00:00","PTAQ",30,3
85,"0001-00309","2015-10-06 00:00:00","CEIN",15,6
85,"0001-00309","2015-10-06 00:00:00","SALIX",5,8
85,"0001-00309","2015-10-06 00:00:00","RHOC",5,4
85,"0001-00309","2015-10-06 00:00:00","GADI2",0,2
85,"0001-00309","2015-10-06 00:00:00","UFOPEA",30,2
85,"0001-00309","2015-10-06 00:00:00","CHFO",0,0.5
85,"0001-00309","2015-10-06 00:00:00","POAZ",5,1.5
86,"0001-00310","2015-10-06 00:00:00","ARPA",0,3
86,"0001-00310","2015-10-06 00:00:00","CEPR",10,0
86,"0001-00310","2015-10-06 00:00:00","CHFO",20,0.5
86,"0001-00310","2015-10-06 00:00:00","CEIN",5,5.5
86,"0001-00310","2015-10-06 00:00:00","PREM",0,5
86,"0001-00310","2015-10-06 00:00:00","CECO",0,2
86,"0001-00310","2015-10-06 00:00:00","QUWE",0,2
87,"0001-00312","2015-10-06 00:00:00","CHFO",45,1
87,"0001-00312","2015-10-06 00:00:00","CEPR",5,0
87,"0001-00312","2015-10-06 00:00:00","APAN",5,2
87,"0001-00312","2015-10-06 00:00:00","ARPA",0,2
87,"0001-00312","2015-10-06 00:00:00","ARVI",0,1
87,"0001-00312","2015-10-06 00:00:00","POAZ",5,2
87,"0001-00312","2015-10-06 00:00:00","CEIN",0,2
87,"0001-00312","2015-10-06 00:00:00","RIRO",0,1
88,"0001-00313","2015-10-06 00:00:00","CHFO",25,0.5
88,"0001-00313","2015-10-06 00:00:00","PREM",5,5
88,"0001-00313","2015-10-06 00:00:00","APAN",5,1
88,"0001-00313","2015-10-06 00:00:00","ARPA",0,2
88,"0001-00313","2015-10-06 00:00:00","CEIN",0,3
88,"0001-00313","2015-10-06 00:00:00","RIRO",0,1.5
89,"0001-00314","2015-10-06 00:00:00","APAN",0,0
329,"0005-01307","2012-07-31 00:00:00","CHCH",0,2.5
330,"0005-01308","2012-08-01 00:00:00","CHUM",0,1
330,"0005-01308","2012-08-01 00:00:00","CECU",0,1
330,"0005-01308","2012-08-01 00:00:00","CHCH",5,2
332,"0001-01514","2015-08-10 00:00:00","VILO",0,0
332,"0001-01514","2015-08-10 00:00:00","IRHA ",0,1
332,"0001-01514","2015-08-10 00:00:00","GOOB",5,0
332,"0001-01514","2015-08-10 00:00:00","RIRO",0,1
332,"0001-01514","2015-08-10 00:00:00","POAZ",5,1
332,"0001-01514","2015-08-10 00:00:00","SMRA",0,0
333,"0001-01109","2015-08-12 00:00:00","UFO1",30,2
89,"0001-00314","2015-10-06 00:00:00","VILO",0,0
89,"0001-00314","2015-10-06 00:00:00","FRRU",0,2
89,"0001-00314","2015-10-06 00:00:00","PTAQ",0,5
89,"0001-00314","2015-10-06 00:00:00","POAZ",0,3
91,"0001-00502","2015-09-13 00:00:00","GADI-2",0,2
91,"0001-00502","2015-09-13 00:00:00","CECO",0,3
91,"0001-00502","2015-09-13 00:00:00","ARPA",5,4
91,"0001-00502","2015-09-13 00:00:00","CIVU",0,1
92,"0001-00503","2015-09-13 00:00:00","UFORM",75,0.5
92,"0001-00503","2015-09-13 00:00:00","CIVU",0,1
92,"0001-00503","2015-09-13 00:00:00","POAZ",0,2.5
92,"0001-00503","2015-09-13 00:00:00","ARPA",5,2.5
92,"0001-00503","2015-09-13 00:00:00","CECO",5,2
92,"0001-00503","2015-09-13 00:00:00","PREM",0,2
92,"0001-00503","2015-09-13 00:00:00","GADI-2",0,2
93,"0001-00505","2015-09-13 00:00:00","PTAQ",5,1.5
93,"0001-00505","2015-09-13 00:00:00","CECO",15,4
93,"0001-00505","2015-09-13 00:00:00","ARPA",5,4
93,"0001-00505","2015-09-13 00:00:00","PREM",0,5
93,"0001-00505","2015-09-13 00:00:00","GADI-2",1,1.5
94,"0001-00506","2015-09-13 00:00:00","PTAQ",0,2
94,"0001-00506","2015-09-13 00:00:00","ARPA",5,3
94,"0001-00506","2015-09-13 00:00:00","CIVU",0,1
94,"0001-00506","2015-09-13 00:00:00","CECO",40,4.5
94,"0001-00506","2015-09-13 00:00:00","PREM",0,6
94,"0001-00506","2015-09-13 00:00:00","CEIN",15,5
94,"0001-00506","2015-09-13 00:00:00","RIRO",0,2.5
94,"0001-00506","2015-09-13 00:00:00","CASE",0,3
95,"0001-00507","2015-09-13 00:00:00","CECO",40,2
95,"0001-00507","2015-09-13 00:00:00","GADI-2",0,2
95,"0001-00507","2015-09-13 00:00:00","CEIN",5,4
95,"0001-00507","2015-09-13 00:00:00","ARPA",0,2.5
95,"0001-00507","2015-09-13 00:00:00","CHFO",0,0.5
95,"0001-00507","2015-09-13 00:00:00","PREM",0,5
96,"0001-00511","2015-10-07 00:00:00","SYMO",0,1
96,"0001-00511","2015-10-07 00:00:00","POAZ",5,2.5
96,"0001-00511","2015-10-07 00:00:00","CIVU",0,2
96,"0001-00511","2015-10-07 00:00:00","CEPR",5,0
96,"0001-00511","2015-10-07 00:00:00","ARPA",0,2
96,"0001-00511","2015-10-07 00:00:00","ARNE",0,0
97,"0001-00512","2015-10-07 00:00:00","ARPA",5,2.5
97,"0001-00512","2015-10-07 00:00:00","CEPR",0,0
97,"0001-00512","2015-10-07 00:00:00","APAN",10,1
97,"0001-00512","2015-10-07 00:00:00","CHFO",5,1
97,"0001-00512","2015-10-07 00:00:00","RIRO",0,2
97,"0001-00512","2015-10-07 00:00:00","CEIN",0,3
97,"0001-00512","2015-10-07 00:00:00","FRRU",0,2
98,"0001-00513","2015-10-07 00:00:00","CHFO",5,1
98,"0001-00513","2015-10-07 00:00:00","ARPA",15,4
98,"0001-00513","2015-10-07 00:00:00","POAZ",5,1
99,"0001-00701","2015-09-12 00:00:00","ARPA",15,3
99,"0001-00701","2015-09-12 00:00:00","CECO",10,2.5
99,"0001-00701","2015-09-12 00:00:00","UFORM",65,0.5
99,"0001-00701","2015-09-12 00:00:00","POAZ",0,2
100,"0001-00702","2015-09-12 00:00:00","PTAQ",30,2
100,"0001-00702","2015-09-12 00:00:00","CASE",20,3
100,"0001-00702","2015-09-12 00:00:00","APAN",0,0
100,"0001-00702","2015-09-12 00:00:00","VILO",0,0
100,"0001-00702","2015-09-12 00:00:00","CECO",5,3
100,"0001-00702","2015-09-12 00:00:00","POAZ",0,2
100,"0001-00702","2015-09-12 00:00:00","ARPA",0,1.5
101,"0001-00705","2015-09-12 00:00:00","CECO",5,2.5
101,"0001-00705","2015-09-12 00:00:00","ARPA",10,2.5
101,"0001-00705","2015-09-12 00:00:00","GADI-2",0,2
102,"0001-00706","2015-09-12 00:00:00","CEIN",10,3
102,"0001-00706","2015-09-12 00:00:00","CHFO",0,0.5
102,"0001-00706","2015-09-12 00:00:00","RIRO",0,1
102,"0001-00706","2015-09-12 00:00:00","ARPA",5,3
102,"0001-00706","2015-09-12 00:00:00","ERLA-6",5,0
102,"0001-00706","2015-09-12 00:00:00","CECO",0,0.5
102,"0001-00706","2015-09-12 00:00:00","POAZ",0,2
102,"0001-00706","2015-09-12 00:00:00","MAGL",0,2
102,"0001-00706","2015-09-12 00:00:00","CLST",0,3
103,"0001-00901","2015-08-13 00:00:00","UFORM",70,0.5
103,"0001-00901","2015-08-13 00:00:00","ARPA",5,2
103,"0001-00901","2015-08-13 00:00:00","CECO",5,2
103,"0001-00901","2015-08-13 00:00:00","EPMI",0,2
103,"0001-00901","2015-08-13 00:00:00","POAZ",0,2.5
103,"0001-00901","2015-08-13 00:00:00","CIVU",0,2.5
340,"0005-00607","2012-07-18 00:00:00","CHCH",30,3
341,"0005-00608","2012-07-18 00:00:00","CHCH",40,5
341,"0005-00608","2012-07-18 00:00:00","RIRO",0,0.5
342,"0005-00308","2012-07-10 00:00:00","CHCH",10,3
342,"0005-00308","2012-07-10 00:00:00","ARPA",0,4
343,"0005-01206","2012-07-31 00:00:00","RIRO",0,1
343,"0005-01206","2012-07-31 00:00:00","CECO",5,3
343,"0005-01206","2012-07-31 00:00:00","ARPA",0,1.5
343,"0005-01206","2012-07-31 00:00:00","CHUM",0,1
344,"0001-01501","2015-07-28 00:00:00","CHCR",90,1.5
345,"0007-00501","2015-10-13 00:00:00","SYMO",0,0.5
345,"0007-00501","2015-10-13 00:00:00","AME-",0,0.5
345,"0007-00501","2015-10-13 00:00:00","POAZ",5,1
345,"0007-00501","2015-10-13 00:00:00","CEIN",0,2
345,"0007-00501","2015-10-13 00:00:00","RIRO",0,1
345,"0007-00501","2015-10-13 00:00:00","CECO",0,2
346,"0007-00502","2015-10-13 00:00:00","PTAN",0,1
346,"0007-00502","2015-10-13 00:00:00","GOOB",0,0
347,"0007-00503","2015-10-13 00:00:00","IRHA",0,0.5
347,"0007-00503","2015-10-13 00:00:00","POAZ",15,1
347,"0007-00503","2015-10-13 00:00:00","CHFO",0,0.5
347,"0007-00503","2015-10-13 00:00:00","SYMO",0,0.5
348,"0007-00504","2015-10-12 00:00:00","GOOB",0,0
349,"0007-00505","2015-10-12 00:00:00","ARPA",10,3.5
349,"0007-00505","2015-10-12 00:00:00","CHFO",5,0.5
349,"0007-00505","2015-10-12 00:00:00","POAZ",5,2
349,"0007-00505","2015-10-12 00:00:00","CEPR",0,0
349,"0007-00505","2015-10-12 00:00:00","IRHA",0,0.5
349,"0007-00505","2015-10-12 00:00:00","QUWE",0,4
350,"0007-00506","2015-10-12 00:00:00","RUPA",5,1
350,"0007-00506","2015-10-12 00:00:00","ROS-",0,3.5
350,"0007-00506","2015-10-12 00:00:00","POCO",0,0.5
350,"0007-00506","2015-10-12 00:00:00","CHUM",0,0.5
350,"0007-00506","2015-10-12 00:00:00","CHFO",0,0.5
350,"0007-00506","2015-10-12 00:00:00","QUVA",0,2.5
350,"0007-00506","2015-10-12 00:00:00","RIRO",0,1.5
350,"0007-00506","2015-10-12 00:00:00","IRHA",0,1
350,"0007-00506","2015-10-12 00:00:00","BOMA.2",0,0.5
350,"0007-00506","2015-10-12 00:00:00","POAZ",0,1
350,"0007-00506","2015-10-12 00:00:00","RINE",0,3
351,"0007-00507","2015-10-12 00:00:00","ARPA",10,3
351,"0007-00507","2015-10-12 00:00:00","POAZ",0,1
351,"0007-00507","2015-10-12 00:00:00","QUVA",5,2
351,"0007-00507","2015-10-12 00:00:00","QUKE",0,2.5
351,"0007-00507","2015-10-12 00:00:00","QUWE",0,2
352,"0007-00701","2015-10-11 00:00:00","UFO1",0,0
353,"0007-00702","2015-10-13 00:00:00","QUVE",5,3
353,"0007-00702","2015-10-13 00:00:00","CHFO",0,1
353,"0007-00702","2015-10-13 00:00:00","IRHA",0,1
353,"0007-00702","2015-10-13 00:00:00","POAZ",0,1
353,"0007-00702","2015-10-13 00:00:00","ARNE",5,2
353,"0007-00702","2015-10-13 00:00:00","UFO1",0,1
354,"0007-00703","2015-10-13 00:00:00","ARPA",15,5
354,"0007-00703","2015-10-13 00:00:00","POAZ",10,0
354,"0007-00703","2015-10-13 00:00:00","GOOB",0,0
354,"0007-00703","2015-10-13 00:00:00","ARNE",10,0.5
354,"0007-00703","2015-10-13 00:00:00","UFO",0,0
355,"0007-00704","2015-10-13 00:00:00","CHFO",5,1
355,"0007-00704","2015-10-13 00:00:00","IRHA",0,1
355,"0007-00704","2015-10-13 00:00:00","ERLA",0,0.5
355,"0007-00704","2015-10-13 00:00:00","ARPA",0,2
356,"0007-00705","2015-10-11 00:00:00","CHUM",0,0
356,"0007-00705","2015-10-11 00:00:00","FRRU",0,3
356,"0007-00705","2015-10-11 00:00:00","RIRO",0,1
356,"0007-00705","2015-10-11 00:00:00","QUVE",0,3
356,"0007-00705","2015-10-11 00:00:00","PTAQ",0,1
356,"0007-00705","2015-10-11 00:00:00","CHFO",0,1
356,"0007-00705","2015-10-11 00:00:00","POMU",0,0
356,"0007-00705","2015-10-11 00:00:00","RIB-",0,2
356,"0007-00705","2015-10-11 00:00:00","SYMO",0,1
356,"0007-00705","2015-10-11 00:00:00","GOOB",0,0
357,"0007-00706","2015-10-12 00:00:00","QUVE",95,3
357,"0007-00706","2015-10-12 00:00:00","ARPA",0,3
357,"0007-00706","2015-10-12 00:00:00","CHUM",0,1
357,"0007-00706","2015-10-12 00:00:00","SYMO",0,0.5
357,"0007-00706","2015-10-12 00:00:00","RIRO",0,2
358,"0007-00707","2015-10-12 00:00:00","ARPA",30,3
358,"0007-00707","2015-10-12 00:00:00","CHFO",0,1
358,"0007-00707","2015-10-12 00:00:00","POAZ",0,1
358,"0007-00707","2015-10-12 00:00:00","QUVA",0,3
358,"0007-00707","2015-10-12 00:00:00","QUWI",0,1.5
359,"0005-00111","2016-07-18 00:00:00","VILO",0,0
359,"0005-00111","2016-07-18 00:00:00","POAZ",0,2
359,"0005-00111","2016-07-18 00:00:00","RIRO",0,1.5
359,"0005-00111","2016-07-18 00:00:00","CAMU",0,1
359,"0005-00111","2016-07-18 00:00:00","PYPI",0,0
360,"0005-00112","2016-07-20 00:00:00","CHUM",0,0.5
360,"0005-00112","2016-07-20 00:00:00","PTER",0,2
361,"0005-00113","2016-07-18 00:00:00","GADI-2",0,1.5
361,"0005-00113","2016-07-18 00:00:00","CAMU",0,0.5
361,"0005-00113","2016-07-18 00:00:00","VILO",0,0
362,"0005-00211","2016-07-19 00:00:00","SYMO",5,0.5
362,"0005-00211","2016-07-19 00:00:00","CAMU",0,1
363,"0005-00212","2016-07-19 00:00:00","CAMU",0,1.5
363,"0005-00212","2016-07-19 00:00:00","POAZ",0,2
363,"0005-00212","2016-07-19 00:00:00","ERI-",0,1.5
363,"0005-00212","2016-07-19 00:00:00","PEN-",0,1
364,"0005-00213","2016-07-18 00:00:00","GADI-2",0,1
364,"0005-00213","2016-07-18 00:00:00","POAZ",0,1.5
364,"0005-00213","2016-07-18 00:00:00","CAMU",0,1
364,"0005-00213","2016-07-18 00:00:00","CAMO",0,0.5
364,"0005-00213","2016-07-18 00:00:00","ERI-",0,1
364,"0005-00213","2016-07-18 00:00:00","PEN-",0,1
364,"0005-00213","2016-07-18 00:00:00","GAL-",0,0
364,"0005-00213","2016-07-18 00:00:00","POCO",0,0.5
366,"0005-00312","2016-07-19 00:00:00","CAMU",0,1
366,"0005-00312","2016-07-19 00:00:00","POAZ",0,1.5
366,"0005-00312","2016-07-19 00:00:00","QUVA",0,2
367,"0005-00313","2016-07-19 00:00:00","POAZ",0,1
367,"0005-00313","2016-07-19 00:00:00","CHUM",0,0
367,"0005-00313","2016-07-19 00:00:00","SYMO",0,0.5
367,"0005-00313","2016-07-19 00:00:00","ERI-",0,1
367,"0005-00313","2016-07-19 00:00:00","EPMI",0,0.5
367,"0005-00313","2016-07-19 00:00:00","ERLA",0,0.5
367,"0005-00313","2016-07-19 00:00:00","CAMU",0,0.5
368,"0005-00411","2016-07-20 00:00:00","VILO",0,0
368,"0005-00411","2016-07-20 00:00:00","CHSE",0,2
368,"0005-00411","2016-07-20 00:00:00","PTAQ",0,1
368,"0005-00411","2016-07-20 00:00:00","POAZ",0,1
368,"0005-00411","2016-07-20 00:00:00","RIRO",0,1
369,"0005-00412","2016-07-20 00:00:00","POAZ",5,1
369,"0005-00412","2016-07-20 00:00:00","DRSY",0,0
369,"0005-00412","2016-07-20 00:00:00","PTAQ",0,0.5
369,"0005-00412","2016-07-20 00:00:00","SYMO",0,0
369,"0005-00412","2016-07-20 00:00:00","CAMU",0,1
369,"0005-00412","2016-07-20 00:00:00","CHUM",0,0
369,"0005-00412","2016-07-20 00:00:00","GAL-",0,0
369,"0005-00412","2016-07-20 00:00:00","PTAN",0,1
369,"0005-00412","2016-07-20 00:00:00","SIGL",0,0.5
369,"0005-00412","2016-07-20 00:00:00","VILO",0,0
370,"0005-00511","2016-07-20 00:00:00","HEMI",5,1
370,"0005-00511","2016-07-20 00:00:00","PTAQ",0,1
370,"0005-00511","2016-07-20 00:00:00","SIGL",0,0.5
370,"0005-00511","2016-07-20 00:00:00","POAZ",5,2
370,"0005-00511","2016-07-20 00:00:00","ROS-",0,0
370,"0005-00511","2016-07-20 00:00:00","RIRO",0,1.5
