"InvID","PlotID","Invdate","Species","Pcover","Aveht"
1151,"0030-00006","1983-06-21 00:00:00","CEIN",0,-9
1151,"0030-00006","1983-06-21 00:00:00","LIDE",0,-9
1151,"0030-00006","1983-06-21 00:00:00","TRLA",0,-9
2014,"0030-00006","1994-07-29 00:00:00","CEIN",0,5
2014,"0030-00006","1994-07-29 00:00:00","GAL-",0,0.5
2014,"0030-00006","1994-07-29 00:00:00","GOOB",0,1
2014,"0030-00006","1994-07-29 00:00:00","LIDE",0,4
2014,"0030-00006","1994-07-29 00:00:00","POCO",0,0.5
2014,"0030-00006","1994-07-29 00:00:00","TRLA",0,0.5
1152,"0030-00007","1983-06-20 00:00:00","ARPA",0,-9
1152,"0030-00007","1983-06-20 00:00:00","CEIN",0,-9
2015,"0030-00007","1994-07-29 00:00:00","ARVI",0,4
1748,"0010-00027","1988-07-13 00:00:00","LIDE",0,2
1748,"0010-00027","1988-07-13 00:00:00","RIRO",0,2
1748,"0010-00027","1988-07-13 00:00:00","VETH",0,2.5
820,"0010-00028","1980-08-08 00:00:00","GATR",0,0
820,"0010-00028","1980-08-08 00:00:00","PHDO",5,0
820,"0010-00028","1980-08-08 00:00:00","RIRU",0,0
1144,"0010-00028","1983-06-29 00:00:00","CONV",0,-9
1144,"0010-00028","1983-06-29 00:00:00","GATR",0,-9
1144,"0010-00028","1983-06-29 00:00:00","POAZ",0,-9
1144,"0010-00028","1983-06-29 00:00:00","MOPE",0,-9
1144,"0010-00028","1983-06-29 00:00:00","PHDO",0,-9
1144,"0010-00028","1983-06-29 00:00:00","RIRO",0,-9
1749,"0010-00028","1988-07-12 00:00:00","CEIN",0,0
1749,"0010-00028","1988-07-12 00:00:00","GAL-",0,0.5
1749,"0010-00028","1988-07-12 00:00:00","POCO",0,1
1749,"0010-00028","1988-07-12 00:00:00","RIRO",0,1.5
821,"0010-00029","1980-08-08 00:00:00","CEIN",0,0
821,"0010-00029","1980-08-08 00:00:00","CONU",10,0
821,"0010-00029","1980-08-08 00:00:00","GATR",0,0
821,"0010-00029","1980-08-08 00:00:00","LIDE",30,0
1145,"0010-00029","1983-06-28 00:00:00","CEIN",0,-9
1145,"0010-00029","1983-06-28 00:00:00","POAZ",0,-9
1145,"0010-00029","1983-06-28 00:00:00","LIDE",0,-9
1750,"0010-00029","1988-07-12 00:00:00","CIEN",0,3
1750,"0010-00029","1988-07-12 00:00:00","CIVU",5,0.5
1750,"0010-00029","1988-07-12 00:00:00","CONU",0,1
1750,"0010-00029","1988-07-12 00:00:00","GAL-",15,0.5
1750,"0010-00029","1988-07-12 00:00:00","POAZ",10,1.5
1750,"0010-00029","1988-07-12 00:00:00","LIDE",0,3
1751,"0010-00030","1988-07-13 00:00:00","CEIN",0,3
1751,"0010-00030","1988-07-13 00:00:00","CHFO",20,0.5
1751,"0010-00030","1988-07-13 00:00:00","LIDE",0,1
1323,"0020-00001","1984-08-13 00:00:00","CECO",0,-9
1323,"0020-00001","1984-08-13 00:00:00","COR-",0,-9
1323,"0020-00001","1984-08-13 00:00:00","LIDE",0,-9
1323,"0020-00001","1984-08-13 00:00:00","TRLA",5,-9
2000,"0020-00001","1994-08-31 00:00:00","CEIN",0,5
2000,"0020-00001","1994-08-31 00:00:00","LIDE",5,5
2000,"0020-00001","1994-08-31 00:00:00","TRLA",0,0.5
1324,"0020-00002","1984-08-13 00:00:00","LIDE",20,-9
1324,"0020-00002","1984-08-13 00:00:00","ROS-",0,-9
1324,"0020-00002","1984-08-13 00:00:00","TRLA",0,-9
2001,"0020-00002","1994-08-31 00:00:00","LIDE",5,2
2001,"0020-00002","1994-08-31 00:00:00","PTAN",0,1
2001,"0020-00002","1994-08-31 00:00:00","PYPI",0,0
2001,"0020-00002","1994-08-31 00:00:00","ROPI",0,0.5
2001,"0020-00002","1994-08-31 00:00:00","TRLA",0,0.5
1325,"0020-00003","1984-08-13 00:00:00","LIDE",20,-9
1325,"0020-00003","1984-08-13 00:00:00","PTAQ",0,-9
2002,"0020-00003","1994-09-01 00:00:00","LIDE",5,2
1326,"0020-00004","1984-08-13 00:00:00","LIDE",10,-9
1326,"0020-00004","1984-08-13 00:00:00","ROS-",0,-9
1326,"0020-00004","1984-08-13 00:00:00","TRLA",0,-9
2003,"0020-00004","1994-09-12 00:00:00","CONU",0,1
2003,"0020-00004","1994-09-12 00:00:00","LIDE",0,2
2003,"0020-00004","1994-09-12 00:00:00","SMRA",0,0.5
2003,"0020-00004","1994-09-12 00:00:00","TRLA",0,0.5
1327,"0020-00005","1984-08-14 00:00:00","LIDE",5,-9
2004,"0020-00005","1994-09-08 00:00:00","LIDE",0,0.5
1328,"0020-00006","1984-08-14 00:00:00","COR-",0,-9
1328,"0020-00006","1984-08-14 00:00:00","LIDE",0,-9
1328,"0020-00006","1984-08-14 00:00:00","ROS-",0,-9
1328,"0020-00006","1984-08-14 00:00:00","TRLA",0,-9
2005,"0020-00006","1994-09-08 00:00:00","CONU",0,4
2005,"0020-00006","1994-09-08 00:00:00","LIDE",0,3
2005,"0020-00006","1994-09-08 00:00:00","PYPI",0,0.5
2005,"0020-00006","1994-09-08 00:00:00","SMRA",0,0.5
2005,"0020-00006","1994-09-08 00:00:00","TRLA",0,0.5
1329,"0020-00007","1984-08-14 00:00:00","LIDE",30,-9
1329,"0020-00007","1984-08-14 00:00:00","SYN-",0,-9
1329,"0020-00007","1984-08-14 00:00:00","TRLA",10,-9
2006,"0020-00007","1994-09-08 00:00:00","CONU",0,0.5
2006,"0020-00007","1994-09-08 00:00:00","GOOB",0,0.5
2006,"0020-00007","1994-09-08 00:00:00","LIDE",20,4
2006,"0020-00007","1994-09-08 00:00:00","ROGY",0,0.5
2006,"0020-00007","1994-09-08 00:00:00","SMRA",0,0.5
2006,"0020-00007","1994-09-08 00:00:00","TRLA",0,0.5
1330,"0020-00008","1984-08-15 00:00:00","LIDE",0,-9
2007,"0020-00008","1994-09-07 00:00:00","LIDE",5,1
2015,"0030-00007","1994-07-29 00:00:00","CEIN",65,12
2015,"0030-00007","1994-07-29 00:00:00","COST",3,0
2015,"0030-00007","1994-07-29 00:00:00","GAL-",0,0.5
2015,"0030-00007","1994-07-29 00:00:00","POCO",0,0
561,"0030-00008","1977-08-31 00:00:00","ARPA",0,0
561,"0030-00008","1977-08-31 00:00:00","CEIN",0,0
561,"0030-00008","1977-08-31 00:00:00","CHFO",10,0
561,"0030-00008","1977-08-31 00:00:00","LIDE",0,0
561,"0030-00008","1977-08-31 00:00:00","TRLA",0,0
1153,"0030-00008","1983-06-17 00:00:00","CEIN",0,-9
1153,"0030-00008","1983-06-17 00:00:00","CHFO",0,-9
1153,"0030-00008","1983-06-17 00:00:00","LIDE",0,-9
1153,"0030-00008","1983-06-17 00:00:00","TRLA",0,-9
2016,"0030-00008","1994-08-10 00:00:00","CEIN",5,5
2016,"0030-00008","1994-08-10 00:00:00","CHFO",0,0.5
2016,"0030-00008","1994-08-10 00:00:00","LIDE",0,3.5
2016,"0030-00008","1994-08-10 00:00:00","SYAC",0,0.5
2016,"0030-00008","1994-08-10 00:00:00","TRLA",0,0.5
2016,"0030-00008","1994-08-10 00:00:00","VILO",0,0.5
562,"0030-00009","1977-08-31 00:00:00","CEIN",0,0
562,"0030-00009","1977-08-31 00:00:00","CHFO",0,0
562,"0030-00009","1977-08-31 00:00:00","LIDE",0,0
1154,"0030-00009","1983-06-17 00:00:00","CEIN",0,-9
1154,"0030-00009","1983-06-17 00:00:00","CHFO",0,-9
1154,"0030-00009","1983-06-17 00:00:00","LIDE",0,-9
1154,"0030-00009","1983-06-17 00:00:00","TRLA",0,-9
2017,"0030-00009","1994-08-01 00:00:00","ARVI",0,3
2017,"0030-00009","1994-08-01 00:00:00","CEIN",25,12
2017,"0030-00009","1994-08-01 00:00:00","CHFO",7.5,0.5
2017,"0030-00009","1994-08-01 00:00:00","LIDE",0,8
2017,"0030-00009","1994-08-01 00:00:00","TRLA",0,0.5
563,"0030-00010","1977-08-31 00:00:00","LIDE",0,0
1155,"0030-00010","1983-06-17 00:00:00","CEIN",0,-9
1155,"0030-00010","1983-06-17 00:00:00","LIDE",0,-9
1155,"0030-00010","1983-06-17 00:00:00","ROS-",0,-9
1155,"0030-00010","1983-06-17 00:00:00","TRLA",0,-9
2018,"0030-00010","1994-08-01 00:00:00","CEIN",5,5
2018,"0030-00010","1994-08-01 00:00:00","CHFO",0,0.5
2018,"0030-00010","1994-08-01 00:00:00","GAL-",0,0.5
2018,"0030-00010","1994-08-01 00:00:00","LIDE",10,3.5
2018,"0030-00010","1994-08-01 00:00:00","TRLA",5,0.5
2018,"0030-00010","1994-08-01 00:00:00","VILO",0,0.5
564,"0030-00011","1977-08-31 00:00:00","ARPA",0,0
564,"0030-00011","1977-08-31 00:00:00","CEIN",10,0
564,"0030-00011","1977-08-31 00:00:00","CHFO",30,0
564,"0030-00011","1977-08-31 00:00:00","LIDE",10,0
1156,"0030-00011","1983-06-17 00:00:00","ARPA",0,-9
1156,"0030-00011","1983-06-17 00:00:00","CEIN",10,-9
1156,"0030-00011","1983-06-17 00:00:00","CHFO",0,-9
1156,"0030-00011","1983-06-17 00:00:00","LIDE",0,-9
1156,"0030-00011","1983-06-17 00:00:00","TRLA",0,-9
2019,"0030-00011","1994-08-02 00:00:00","ARPA",0,5
2019,"0030-00011","1994-08-02 00:00:00","ARPR",0,0
2019,"0030-00011","1994-08-02 00:00:00","CEIN",15,14
2019,"0030-00011","1994-08-02 00:00:00","CHFO",5,1
2019,"0030-00011","1994-08-02 00:00:00","LIDE",2.5,4
565,"0030-00012","1977-08-31 00:00:00","LIDE",0,0
1157,"0030-00012","1983-06-17 00:00:00","LIDE",0,-9
2020,"0030-00012","1994-08-02 00:00:00","GOOB",0,0.5
2020,"0030-00012","1994-08-02 00:00:00","LIDE",0,2.5
566,"0030-00013","1977-09-01 00:00:00","LIDE",0,0
566,"0030-00013","1977-09-01 00:00:00","TRLA",0,0
1158,"0030-00013","1983-06-17 00:00:00","LIDE",0,-9
1158,"0030-00013","1983-06-17 00:00:00","TRLA",0,-9
2021,"0030-00013","1994-08-03 00:00:00","CEIN",2.5,8
2021,"0030-00013","1994-08-03 00:00:00","LIDE",0,3
2021,"0030-00013","1994-08-03 00:00:00","TRLA",20,0.5
713,"0040-00001","1978-08-07 00:00:00","CHFO",0,-9
713,"0040-00001","1978-08-07 00:00:00","LIDE",0,-9
1159,"0040-00001","1983-08-10 00:00:00","CEIN",0,-9
1159,"0040-00001","1983-08-10 00:00:00","CHFO",0,-9
1159,"0040-00001","1983-08-10 00:00:00","LIDE",0,-9
1423,"0040-00001","1985-06-14 00:00:00","CASE",0,3
1423,"0040-00001","1985-06-14 00:00:00","CHFO",0,0.5
1423,"0040-00001","1985-06-14 00:00:00","GAL-",0,0
1423,"0040-00001","1985-06-14 00:00:00","IRI-",0,0
1423,"0040-00001","1985-06-14 00:00:00","LIDE",5,2.5
2022,"0040-00001","1994-10-18 00:00:00","GAL-",0,1
2022,"0040-00001","1994-10-18 00:00:00","LIDE",5,3
714,"0040-00002","1978-08-07 00:00:00","LIDE",0,-9
1160,"0040-00002","1983-08-10 00:00:00","LIDE",0,-9
2023,"0040-00002","1994-10-19 00:00:00","CEIN",0,3
2023,"0040-00002","1994-10-19 00:00:00","GAL-",0,0.5
2023,"0040-00002","1994-10-19 00:00:00","GOOB",0,0.5
2023,"0040-00002","1994-10-19 00:00:00","IRHA",0,0.5
2023,"0040-00002","1994-10-19 00:00:00","LIDE",0,1
2023,"0040-00002","1994-10-19 00:00:00","POCO",0,0.5
715,"0040-00003","1978-08-08 00:00:00","CHFO",0,-9
715,"0040-00003","1978-08-08 00:00:00","TRLA",0,-9
1161,"0040-00003","1983-08-10 00:00:00","CEIN",0,-9
1161,"0040-00003","1983-08-10 00:00:00","CHFO",0,-9
1161,"0040-00003","1983-08-10 00:00:00","SYM-",0,-9
1161,"0040-00003","1983-08-10 00:00:00","TRLA",0,-9
1425,"0040-00003","1985-06-14 00:00:00","CEIN",25,6.5
1425,"0040-00003","1985-06-14 00:00:00","CHFO",5,0.5
1425,"0040-00003","1985-06-14 00:00:00","IRI-",0,0
1425,"0040-00003","1985-06-14 00:00:00","LIDE",5,2
1425,"0040-00003","1985-06-14 00:00:00","SYM-",0,0
1425,"0040-00003","1985-06-14 00:00:00","TRLA",0,0
2024,"0040-00003","1994-10-04 00:00:00","CEIN",5,7
2024,"0040-00003","1994-10-04 00:00:00","CHFO",0,0.5
2024,"0040-00003","1994-10-04 00:00:00","POAZ",0,0.5
2024,"0040-00003","1994-10-04 00:00:00","IRHA",0,0.5
2024,"0040-00003","1994-10-04 00:00:00","LIDE",0,2
2024,"0040-00003","1994-10-04 00:00:00","TRLA",0,0.5
716,"0040-00004","1978-08-08 00:00:00","CEIN",0,-9
716,"0040-00004","1978-08-08 00:00:00","LIDE",0,-9
1162,"0040-00004","1983-08-10 00:00:00","CEIN",0,-9
1162,"0040-00004","1983-08-10 00:00:00","LIDE",0,-9
2025,"0040-00004","1994-10-19 00:00:00","CEIN",0,1
2025,"0040-00004","1994-10-19 00:00:00","DIHO",0,0.5
2025,"0040-00004","1994-10-19 00:00:00","GAL-",5,0.5
2025,"0040-00004","1994-10-19 00:00:00","GOOB",0,0.5
2025,"0040-00004","1994-10-19 00:00:00","LIDE",0,3
2025,"0040-00004","1994-10-19 00:00:00","SYAC",0,0.5
717,"0040-00005","1978-08-08 00:00:00","LIDE",0,-9
1163,"0040-00005","1983-08-10 00:00:00","LIDE",0,-9
2026,"0040-00005","1994-10-18 00:00:00","LIDE",5,2.5
2026,"0040-00005","1994-10-18 00:00:00","TRLA",0,0.5
718,"0040-00006","1978-08-09 00:00:00","CHFO",0,-9
718,"0040-00006","1978-08-09 00:00:00","LIDE",0,-9
1164,"0040-00006","1983-08-11 00:00:00","CHFO",0,-9
1164,"0040-00006","1983-08-11 00:00:00","LIDE",0,-9
2027,"0040-00006","1994-10-17 00:00:00","APO-",0,0.5
2027,"0040-00006","1994-10-17 00:00:00","LIDE",10,2
719,"0040-00007","1978-08-09 00:00:00","CEIN",20,-9
719,"0040-00007","1978-08-09 00:00:00","CHFO",0,-9
1165,"0040-00007","1983-08-11 00:00:00","CEIN",20,-9
1165,"0040-00007","1983-08-11 00:00:00","CEPR",0,-9
1165,"0040-00007","1983-08-11 00:00:00","CHFO",0,-9
1165,"0040-00007","1983-08-11 00:00:00","RIRO",0,-9
2028,"0040-00007","1994-10-14 00:00:00","CEIN",0,12
720,"0040-00008","1978-08-09 00:00:00","RIRO",0,-9
720,"0040-00008","1978-08-09 00:00:00","TRLA",0,-9
1166,"0040-00008","1983-08-10 00:00:00","RIRO",0,-9
1166,"0040-00008","1983-08-10 00:00:00","SY -",0,-9
1166,"0040-00008","1983-08-10 00:00:00","TRLA",0,-9
2029,"0040-00008","1994-09-30 00:00:00","ARVI",0,0.5
2029,"0040-00008","1994-09-30 00:00:00","CEIN",3,4
2029,"0040-00008","1994-09-30 00:00:00","GAL-",0,0.5
2029,"0040-00008","1994-09-30 00:00:00","LIDE",0,3
2029,"0040-00008","1994-09-30 00:00:00","POCO",0,0.5
2029,"0040-00008","1994-09-30 00:00:00","RIRO",0,0.5
2029,"0040-00008","1994-09-30 00:00:00","SYAC",0,0.5
2029,"0040-00008","1994-09-30 00:00:00","TRLA",0,0.5
721,"0040-00009","1978-08-10 00:00:00","CHFO",0,-9
721,"0040-00009","1978-08-10 00:00:00","LIDE",0,-9
2030,"0040-00009","1994-09-30 00:00:00","CEIN",0,1.5
2030,"0040-00009","1994-09-30 00:00:00","CHFO",0,0.5
2030,"0040-00009","1994-09-30 00:00:00","GASP",0,0.5
2030,"0040-00009","1994-09-30 00:00:00","IRHA",0,0.5
2030,"0040-00009","1994-09-30 00:00:00","LIDE",5,5
2030,"0040-00009","1994-09-30 00:00:00","TRLA",0,0.5
722,"0040-00010","1978-08-10 00:00:00","LIDE",0,-9
2031,"0040-00010","1994-10-03 00:00:00","LIDE",40,4.5
2031,"0040-00010","1994-10-03 00:00:00","RIRO",0,0.5
2031,"0040-00010","1994-10-03 00:00:00","TRLA",2.5,5
723,"0040-00011","1978-08-11 00:00:00","LIDE",30,-9
2032,"0040-00011","1994-10-04 00:00:00","LIDE",50,10
724,"0040-00012","1978-08-11 00:00:00","CEIN",0,-9
724,"0040-00012","1978-08-11 00:00:00","LIDE",0,-9
2033,"0040-00012","1994-10-03 00:00:00","GOOB",0,0.5
2033,"0040-00012","1994-10-03 00:00:00","LIDE",0,2
567,"0050-00001","1977-06-27 00:00:00","CHFO",0,-9
567,"0050-00001","1977-06-27 00:00:00","TRLA",5,-9
568,"0050-00002","1977-06-27 00:00:00","CEIN",0,-9
568,"0050-00002","1977-06-27 00:00:00","GOSP",0,-9
1171,"0050-00002","1983-07-28 00:00:00","ARPA",0,-9
1171,"0050-00002","1983-07-28 00:00:00","CEIN",70,-9
1171,"0050-00002","1983-07-28 00:00:00","CIR-",0,-9
1171,"0050-00002","1983-07-28 00:00:00","POAZ",0,-9
1171,"0050-00002","1983-07-28 00:00:00","RIRO",0,-9
1171,"0050-00002","1983-07-28 00:00:00","RUPA",0,-9
1171,"0050-00002","1983-07-28 00:00:00","TRLA",0,-9
1171,"0050-00002","1983-07-28 00:00:00","VETH",0,-9
2034,"0050-00002","1994-08-25 00:00:00","CEIN",7,6
2034,"0050-00002","1994-08-25 00:00:00","FRA-",0,0.5
2034,"0050-00002","1994-08-25 00:00:00","POAZ",20,1
2034,"0050-00002","1994-08-25 00:00:00","RIRO",0,0.5
2034,"0050-00002","1994-08-25 00:00:00","RULA",5,4
2034,"0050-00002","1994-08-25 00:00:00","TRLA",0,0.5
2034,"0050-00002","1994-08-25 00:00:00","VETH",0,2
569,"0050-00003","1977-06-27 00:00:00","CHFO",0,-9
569,"0050-00003","1977-06-27 00:00:00","COSP",0,-9
570,"0050-00004","1977-06-27 00:00:00","CHRO",5,-9
570,"0050-00004","1977-06-27 00:00:00","LIDE",5,-9
570,"0050-00004","1977-06-27 00:00:00","ROS-",0,-9
1172,"0050-00004","1983-07-26 00:00:00","CASE",0,-9
1172,"0050-00004","1983-07-26 00:00:00","CHFO",0,-9
1172,"0050-00004","1983-07-26 00:00:00","DEL-",0,-9
1172,"0050-00004","1983-07-26 00:00:00","LIDE",10,-9
1172,"0050-00004","1983-07-26 00:00:00","ROS-",0,-9
1172,"0050-00004","1983-07-26 00:00:00","SYM-",0,-9
2035,"0050-00004","1994-08-25 00:00:00","ARPA",0,2
2035,"0050-00004","1994-08-25 00:00:00","CEIN",0,2.5
2035,"0050-00004","1994-08-25 00:00:00","CHFO",0,0.5
2035,"0050-00004","1994-08-25 00:00:00","IRHA",0,0.5
2035,"0050-00004","1994-08-25 00:00:00","LIDE",15,6
2035,"0050-00004","1994-08-25 00:00:00","POCO",0,0.5
571,"0050-00005","1977-06-28 00:00:00","LIDE",0,-9
572,"0050-00006","1977-06-28 00:00:00","LIDE",0,-9
572,"0050-00006","1977-06-28 00:00:00","TRLA",0,-9
1173,"0050-00006","1983-07-25 00:00:00","LIDE",0,-9
1173,"0050-00006","1983-07-25 00:00:00","TRLA",0,-9
2036,"0050-00006","1994-08-26 00:00:00","LIDE",0,2
2036,"0050-00006","1994-08-26 00:00:00","TRLA",0,0.5
573,"0050-00007","1977-06-28 00:00:00","CEIN",0,-9
573,"0050-00007","1977-06-28 00:00:00","TEAQ",0,-9
574,"0050-00008","1977-06-28 00:00:00","LIDE",0,-9
574,"0050-00008","1977-06-28 00:00:00","TRLA",0,-9
1174,"0050-00008","1983-07-25 00:00:00","POAZ",0,-9
1174,"0050-00008","1983-07-25 00:00:00","LIDE",0,-9
1174,"0050-00008","1983-07-25 00:00:00","SASA",0,-9
1174,"0050-00008","1983-07-25 00:00:00","TRLA",0,-9
2037,"0050-00008","1994-08-29 00:00:00","ARVI",0,1.5
2037,"0050-00008","1994-08-29 00:00:00","CEIN",5,5
2037,"0050-00008","1994-08-29 00:00:00","LIDE",0,2
2037,"0050-00008","1994-08-29 00:00:00","RIRO",0,1
2037,"0050-00008","1994-08-29 00:00:00","VETH",0,2.5
575,"0050-00009","1977-06-28 00:00:00","LIDE",0,-9
576,"0050-00010","1977-06-28 00:00:00","LIDE",0,-9
577,"0050-00011","1977-06-28 00:00:00","LIDE",0,-9
578,"0050-00012","1977-06-28 00:00:00","LIDE",5,-9
578,"0050-00012","1977-06-28 00:00:00","TEAQ",0,-9
578,"0050-00012","1977-06-28 00:00:00","TRLA",30,-9
579,"0050-00013","1977-06-29 00:00:00","CASE",0,-9
579,"0050-00013","1977-06-29 00:00:00","CEIN",0,-9
579,"0050-00013","1977-06-29 00:00:00","CHFO",0,-9
579,"0050-00013","1977-06-29 00:00:00","LIDE",60,-9
579,"0050-00013","1977-06-29 00:00:00","SYSP",0,-9
579,"0050-00013","1977-06-29 00:00:00","TRLA",0,-9
1175,"0050-00013","1983-07-22 00:00:00","CASE",0,-9
1175,"0050-00013","1983-07-22 00:00:00","LIDE",0,-9
1175,"0050-00013","1983-07-22 00:00:00","SYM-",0,-9
1175,"0050-00013","1983-07-22 00:00:00","TRLA",0,-9
2038,"0050-00013","1994-08-29 00:00:00","LIDE",10,4
2038,"0050-00013","1994-08-29 00:00:00","SYAC",0,0.5
2038,"0050-00013","1994-08-29 00:00:00","TRLA",0,0.5
580,"0050-00014","1977-06-29 00:00:00","CEIN",0,-9
580,"0050-00014","1977-06-29 00:00:00","LIDE",10,-9
580,"0050-00014","1977-06-29 00:00:00","TRLA",10,-9
581,"0050-00015","1977-06-29 00:00:00","LIDE",10,-9
581,"0050-00015","1977-06-29 00:00:00","TRLA",5,-9
1176,"0050-00015","1983-07-27 00:00:00","CHFO",0,-9
1176,"0050-00015","1983-07-27 00:00:00","COCO",0,-9
1176,"0050-00015","1983-07-27 00:00:00","LIDE",15,-9
1176,"0050-00015","1983-07-27 00:00:00","TRLA",0,-9
2039,"0050-00015","1994-08-17 00:00:00","CHUM",0,0.5
2039,"0050-00015","1994-08-17 00:00:00","GOOB",0,0.5
2039,"0050-00015","1994-08-17 00:00:00","LIDE",15,2
2039,"0050-00015","1994-08-17 00:00:00","TRLA",0,0.5
582,"0050-00016","1977-06-29 00:00:00","LIDE",90,-9
583,"0050-00017","1977-09-12 00:00:00","LIDE",0,-9
1177,"0050-00017","1983-07-27 00:00:00","CHUM",0,-9
1177,"0050-00017","1983-07-27 00:00:00","LIDE",0,-9
584,"0050-00018","1977-09-12 00:00:00","LIDE",30,-9
584,"0050-00018","1977-09-12 00:00:00","RHOC",10,-9
584,"0050-00018","1977-09-12 00:00:00","TRLA",20,-9
585,"0050-00019","1977-09-12 00:00:00","CASE",10,-9
585,"0050-00019","1977-09-12 00:00:00","LIDE",10,-9
585,"0050-00019","1977-09-12 00:00:00","RHOC",10,-9
585,"0050-00019","1977-09-12 00:00:00","TRLA",30,-9
1178,"0050-00019","1983-07-28 00:00:00","COCO",0,-9
1178,"0050-00019","1983-07-28 00:00:00","POAZ",0,-9
1178,"0050-00019","1983-07-28 00:00:00","LIDE",0,-9
1178,"0050-00019","1983-07-28 00:00:00","PTAQ",0,-9
1178,"0050-00019","1983-07-28 00:00:00","RHOC",0,-9
1178,"0050-00019","1983-07-28 00:00:00","RIRO",0,-9
1178,"0050-00019","1983-07-28 00:00:00","ROS-",0,-9
