"InvID","PlotID","Invdate","Species","Less than 1 foot","1 to 3 feet","3 to 5 feet","5 to 7 feet","7 to 9 feet","9 to 11 feet","11 to 13 feet","13 to 15 feet","More than 15 feet","15 to 17 feet","17 to 19 feet","19 to 21 feet","21 to 23 feet","23 to 25 feet","More than 25 feet","Comment"
3611,"0010-50931","2000-08-31 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","SP",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","WF",3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","IC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","BO",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","DW",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","MA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
3611,"0010-50931","2000-08-31 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3612,"0010-50941","2000-08-31 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3612,"0010-50941","2000-08-31 00:00:00","PP",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
3612,"0010-50941","2000-08-31 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3612,"0010-50941","2000-08-31 00:00:00","WF",9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
3612,"0010-50941","2000-08-31 00:00:00","IC",1,9,11,1,0,0,0,0,0,0,0,0,0,0,0,NA
3612,"0010-50941","2000-08-31 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","BO",1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,NA
3622,"0010-51042","2000-09-06 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3622,"0010-51042","2000-09-06 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","DF",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","WF",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","IC",3,12,6,0,0,0,1,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","BO",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","TO",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3623,"0010-51121","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","PP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","WF",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","IC",33,27,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","BO",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","TO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3624,"0010-51122","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","BO",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","DF",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","IC",5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","PP",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","TO",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","WF",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3625,"0010-51122","1996-06-12 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","DF",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","PP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","SP",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","WF",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","IC",6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","BO",0,1,2,0,0,0,0,0,0,1,3,0,0,1,0,NA
3626,"0010-51111","2000-08-29 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","DW",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3626,"0010-51111","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","PP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","WF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","IC",4,4,1,0,1,0,1,0,0,1,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","BO",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","DW",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3627,"0010-51112","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","PP",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","SP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","WF",0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","IC",0,13,7,1,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","BO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","TO",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3628,"0010-51131","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","PP",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","WF",1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","IC",0,23,31,0,1,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","BO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3629,"0010-51132","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","PP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","WF",1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","IC",6,32,7,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","BO",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","TO",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","DW",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3630,"0010-51133","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","PP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","SP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","WF",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","IC",0,15,8,1,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","BO",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3631,"0010-51141","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","PP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","SP",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","WF",0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","IC",0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","BO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","CH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3632,"0010-51142","2000-08-29 00:00:00","HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","DF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","PP",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","SP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","WF",16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","IC",14,13,7,0,0,0,1,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","GS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","YW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","LP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","BO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3633,"0010-51321","2000-08-24 00:00:00","TO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3595,"0010-50821","2000-09-05 00:00:00","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3595,"0010-50821","2000-09-05 00:00:00","DW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3595,"0010-50821","2000-09-05 00:00:00","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
3595,"0010-50821","2000-09-05 00:00:00","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
